sentence_alignment_id,language_code,language_name,corpus_source,source_alignment_file,document_id,line_in_document,source_sentence_id,split,strategy_record_id,source_text,target_text,source_token_count,target_token_count,alignment_links,aligned_link_count,source_aligned_token_count,target_aligned_token_count,source_unaligned_token_count,target_unaligned_token_count,source_coverage_pct,target_coverage_pct,macro_strategies_original,macro_strategies,macro_strategy_count,micro_strategies_original,micro_strategies,micro_strategy_count,criteria_ids,criteria_descriptions,annotation_notes,complex_parts,strategy_annotation_source,micro_strategy_status,strategy_annotation_status,automatic_macro_candidates,requires_manual_strategy_review,strategy_match_method,strategy_source_similarity,strategy_target_similarity,alignment_model,alignment_heuristic,alignment_encoder,one_to_one_applied,label_scope,label_explanation,label_modulation,label_synonymy,label_transposition,label_transcription,label_syntactic_change,label_illocutionary_change,label_compression,label_omission
AR_ALIGN_0011,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_011,11,10,test,AR_011,التقطت والدتي القصاصة من يده وكأنها تحمل صك الإفراج من سجن محتمل قضبانه أجساد الرجال الجائعة.,أخذت والدي الإعلان من يده وكأنه مفتاح سجنها.,17,9,0-0 1-1 3-3 4-4 5-5 6-0 10-7 12-6 12-7 14-2 16-8,11,10,9,7,0,58.82,100.0,"Compression, Substitution, Modulation",Modulation;Synonymy;Compression,3,,,0,,,,التقطت - القصاصة - تحمل صك الإفراج من سجن محتمل قضبانه أجساد الرجال الجائعة,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,1,1,0,0,0,0,1,0
AR_ALIGN_0012,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_012,12,11,test,AR_012,"لم يترك لها حامل الخبر متسعا من الوقت تبني فيه مزيدا من الآمال حين قال: ""لكن ”.","ولكن حامل الخبر قال: ""لكن"".",20,9,0-0 3-1 4-2 14-3 15-4 16-5 17-6 18-7 19-8,9,9,9,11,0,45.0,100.0,"Omission, Compression",Compression;Omission,2,,,0,,,,لم يترك لها حامل الخبر متسعًا من الوقت تبني فيه مزيدًا من الآمال حين قال,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,1,1
AR_ALIGN_0013,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_013,13,12,test,AR_013,"التزم الجميع الصمت، ليتم جملته: ""يستوجب عليكم دفع مبلغ من المال للوكيل كشرط لقبول الطلب، وأخذ يتحدث عن التفاصيل والمبلغ المطلوب.",صمت الجميع، يجب عليكم دفع مبلغ من المال للوكيل.,26,11,1-1 2-0 3-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9 18-10 25-0 25-10,13,12,11,14,0,46.15,100.0,"Omission, Compression, Substitution",Synonymy;Compression;Omission,3,,,0,,,,التزم - ليتم جملته - كشرط لقبول الطلب - وأخذ يتحدث عن التفاصيل والمبلغ المطلوب,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,1,1
AR_ALIGN_0014,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_014,14,13,test,AR_014,صُعق الجميع حين سمعوا الرقم من الجار، فلم يكن بمقدور العائلة توفير مثل هذا المبلغ.,لم يكن باستطاعة العائلة دفع مثل هذا المبلغ.,17,9,7-2 8-0 9-1 10-2 11-3 12-4 13-5 14-6 15-7 16-8,10,10,9,7,0,58.82,100.0,"Omission, Compression, Substitution",Synonymy;Compression;Omission,3,,,0,,,,صُعق الجميع حين سمعوا الرقم من الجار - بمقدور - توفير,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,1,1
AR_ALIGN_0015,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_015,15,14,test,AR_015,"اختفت خالتي آيدا في غرفتها، وبكت والدتي حظها في حين تعالى صوت جدي: “كفي عن البكاء واستعدي للعمل كما خططت لك"" خرج الجار من المنزل، واستلقى جدّي على ظهره فوق أريكة مهترئة، وجلست والدتي على الأرض تندب حظها.","اختفت خالتي آيدا في غرفتها، وبكت والدتي حظها في حين تعالى صوت جدّي: ""كفي عن البكاء واستعدّي للعمل كما خططت لك"" خرج الجار من المنزل.",45,30,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 31-13 43-22 44-29,31,31,30,14,0,68.89,100.0,Omission,Omission,1,,,0,,,,واستلقى جدّي على ظهره فوق أريكة مهترئة - وجلست والدتي على الأرض تندب حظها,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,0,1
AR_ALIGN_0016,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_016,16,15,test,AR_016,بعد مرور وقت، خرجت خالتي آيدا من غرفتها، تسند ميرلا منفرجة الساقين على خاصرتها، وتحمل في يدها مظروفا تقدمت به إلى أختها الصغرى.,بعد مرور وقت، خرجت خالتي آيدا من غرفتها تحمل في يدها مظروفاأعطته إلى أختها الصغرى.,27,17,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 15-12 17-9 17-12 18-10 19-11 20-12 23-13 24-14 25-15 26-16,19,18,17,9,0,66.67,100.0,"Omission, Compression, Substitution",Synonymy;Compression;Omission,3,,,0,,,,تسند ميرلا منفرجة الساقين على خاصرتها - تقدمت به,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,1,1
AR_ALIGN_0017,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_017,17,16,test,AR_017,هذا المبلغ كنت قد ادخرته لميرلا ، يمكنك التصرف به يا جوزافين.,"هذا المبلغ كنت قد ادخرته"" لميرلا ، يمكنك أخذه يا جوزافين.",13,13,0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-5 8-9 9-9 10-10 11-11 12-12,14,13,13,0,0,100.0,100.0,Substitution,Synonymy,1,,,0,,,,يمكنك التصرف به,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
AR_ALIGN_0018,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_018,18,17,test,AR_018,لوى ذراعها محاولا أن ينتزع المظروف منها.,وحاول أن يأخذ المظروف منها.,8,6,0-0 3-1 4-2 5-3 6-4 7-5,6,6,6,2,0,75.0,100.0,"Compression, Substitution",Synonymy;Compression,2,,,0,,,,لوى ذراعها - ينتزع,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,1,0
AR_ALIGN_0019,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_019,19,18,test,AR_019,توجه سبّابتها إلى أبي في المرة القادمة ، سوف يكون رأسك! في صباح اليوم التالي، خرج والدي باكرا حاملا معه مظروف آيدا، ليعود بعد ساعات حاملا قفصا من الفش في داخله أربعة ديوك جديدة! تواصل والدتي سرد الحكاية: “التقينا أبي حاملا قفصه، أنا وآيدا وميرلا، في الممر الصغير الذي يفضي إلى الزقاق في آخر الساحة الأمامية للمنزل.,أشارت إلى أبي: في المرة القادمة ، سوف يكون رأسك؟ في صباح اليوم التالي خرج والدي باكرا حاملا معه مظروف آيد، ليعود بعد ساعات حاملا أربعة ديوك جديدة.,66,32,0-0 2-1 3-2 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 34-28 35-29 36-30 38-31 42-3 45-2 46-27 47-0 53-12 65-31,37,37,32,29,0,56.06,100.0,"Omission, Compression, Modulation",Modulation;Compression;Omission,3,,,0,,,,كفّاها ملطختان بالدماء - توجه سبابتها إلى أبي - قفصا من الفش في داخله - تواصل والدتي سرد الحكاية - التقينا أبي حاملا قفصه، أنا وآيدا وميرلا، في الممر الصغير الذي يفضي إلى الزقاق في آخر الساحة الأمامية للمنزل,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,1,0,0,0,0,0,1,1
AR_ALIGN_0020,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_020,20,19,test,AR_020,آيدا اصطحبتني في ذلك الصباح إلى متجر للبقالة في آخر الزقاق.,"تواصل والدتي الحكاية: ""في ذلك الصباح اصطحبتني آيدا إلى متجر في آخر الزقاق ، كان صاحبه يعرفنا جيدا.",12,21,0-9 1-8 2-5 3-6 4-7 5-10 6-11 7-2 8-12 9-13 10-14 11-0 11-20,13,12,13,0,8,100.0,61.9,"Omission, Syntactic Changes",Omission,1,,,0,,,Addition reviewed and removed because it is not one of the requested macro-strategy categories.,ولكنني لست آيدا - للبقالة - في آخر الزقاق,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,0,1
AR_ALIGN_0021,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_021,21,20,test,AR_021,أخبرته آيدا بالحكاية كاملة، وبأنني بحاجة إلى مبلغ من المال لأتمكن من العمل خادمة في الخارج.,أخبرته آيدا بالحكاية كاملة وبأنني بحاجة إلى مبلغ من المال لأتمكن من العمل خادمة في الخارج.,18,17,0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16,17,17,17,1,0,94.44,100.0,Transcription,Transcription,1,,,0,,,,—,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,1,0,0,0,0
AR_ALIGN_0022,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_022,22,21,test,AR_022,"وقبل أن نقفل عائدين قال: ""يمكنني أن أضمنكم عند البومباي، فهم يثقون بي، ولي سنوات طويلة في التعامل معهم"".","لم يستطع الرجل مساعدتنا بالمال ولكنه قال: ""يمكنني أن أتحدث مع البومباي، هم يثقون بي، لي سنوات طويلة في التعامل معهم"".",25,27,0-0 2-1 3-3 4-6 5-7 6-8 7-9 8-10 9-3 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 23-25 24-26,25,24,24,1,3,96.0,88.89,"Syntactic Changes, Substitution",Synonymy,1,,,0,,,Addition reviewed and removed because it is not one of the requested macro-strategy categories.,قبل أن نقفل عائدين - أضمنكم عند البومباي,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
AR_ALIGN_0023,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_023,23,22,trial,AR_023,التعامل مع البومباي يعني أن تفتح بابا لا يُغلق من الديون، وأن تقبل صاغرا بأن تدفع لأناس يعملون على استثمار حاجتك لصالحهم، وأن تشاهد بعينيك كيف تنمو أموالك وتتكاثر ، لتدخل جيوب غيرك!,التعامل مع البومباي يعني أن تفتح باب لا يغلق من الديون، وأن اتشاهد بعينيك كيف تدخل أموالك جيوب غيرك.,36,21,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-20 12-12 13-13 23-13 24-12 25-13 26-14 27-15 29-17 31-11 32-16 33-18 34-19 35-20,25,25,21,11,0,69.44,100.0,"Omission, Compression",Compression;Omission,2,,,0,,,,وأن تقبل صاغرا بأن تدفع لأناس يعملون على استثمار حاجتك لصالحهم - تنمو أموالك وتتكاثر - تواصل والدتي - رتّب لنا صاحب المتجر لقاء مع أحد البومباي كنا نعرفهم,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,1,1
AR_ALIGN_0024,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_024,24,23,test,AR_024,في مكتب العمالة المنزلية وسط مانيلا، في اليوم التالي كنت أقف في طابور طويل يبدأ عند باب المكتب الصغير ويمتد على الرصيف بمحاذاة الشارع، ويمهي في نقطة بعيدة بعد ساعات، تمكنت من مقابلة الموظف دفمت نصف المبلغ وبدات في عمل الإجراءات.,في مكتب العمالة المنزلية وسط مانيلا، في اليوم التالي، قابلت الموظف.,45,14,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 25-6 27-0 32-10 33-11 35-11 36-12 44-13,17,17,14,28,0,37.78,100.0,"Omission, Compression",Compression;Omission,2,,,0,,,,كنت أقف في طابور طويل يبدأ عند باب المكتب الصغيرة ويمتد على الرصيف بمحاذاة الشارع، وينتهي في نقطة بعيدة بعد ساعات - دفعت نصف المبلغ - بدأت في عمل الإجراءات,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,1,1
AR_ALIGN_0025,ar,Arabic,Arabic aligned simplification corpus,arabic_cleaned_data.txt.wordalign.csv,AR_025,25,24,test,AR_025,أخبرني الموظف بأنني ساعمل في الكويت، وكانت تلك المرة الأولى التي أسمع بها عن هذا البلد.,أخبرني بأنني ساعمل في الكويت، وكانت تلك المرة الأولى التي أسمع بها عن هذا البلد.,18,17,0-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16,17,17,17,1,0,94.44,100.0,Compression,Compression,1,,,0,,,,الموظف,Arabic reviewed macro annotation,not_available_in_source,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,1,0
