sentence_alignment_id,language_code,language_name,corpus_source,source_alignment_file,document_id,line_in_document,source_sentence_id,split,strategy_record_id,source_text,target_text,source_token_count,target_token_count,alignment_links,aligned_link_count,source_aligned_token_count,target_aligned_token_count,source_unaligned_token_count,target_unaligned_token_count,source_coverage_pct,target_coverage_pct,macro_strategies_original,macro_strategies,macro_strategy_count,micro_strategies_original,micro_strategies,micro_strategy_count,criteria_ids,criteria_descriptions,annotation_notes,complex_parts,strategy_annotation_source,micro_strategy_status,strategy_annotation_status,automatic_macro_candidates,requires_manual_strategy_review,strategy_match_method,strategy_source_similarity,strategy_target_similarity,alignment_model,alignment_heuristic,alignment_encoder,one_to_one_applied,label_scope,label_explanation,label_modulation,label_synonymy,label_transposition,label_transcription,label_syntactic_change,label_illocutionary_change,label_compression,label_omission
EN_ALIGN_0011,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_010,11,,,EN_010,That’s why we are introducing the National Care Service (NCS).,This is why we are designing a National Care Service. This is called the NCS for short.,14,19,0-0 1-1 1-10 2-2 3-3 4-4 5-5 6-14 7-7 8-8 9-9 11-15 12-10 13-18,14,13,13,1,6,92.86,68.42,Explanation | Modulation | Synonymy,Explanation;Modulation;Synonymy,3,ExpExp | ModInf | SemStere,ExpExp;ModInf;SemStere,3,,,"both meanings in the ST have been turned into a sentence
---
a more common word is used instead of a synonym that is less common or more abstract
---
A word is explained.",introducing | (NCS),manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,0,0,0,0,0,0
EN_ALIGN_0012,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_011,12,,,EN_011,We are shaping the NCS with organisations and people who have experience of accessing and delivering these services.,(...),19,3,0-1 18-0 18-2,3,2,3,17,0,10.53,100.0,Omission,Omission,1,OmiSent,OmiSent,1,,,Omission of sentence providing information not functional to the understanding of the topic,,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,0,1
EN_ALIGN_0013,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_012,13,,,EN_012,The NCS will be founded on a set of core principles. These are to:,The NCS will have principles to help us to:,16,10,0-0 1-1 2-2 3-3 10-4 11-7 14-8 15-9,8,8,8,8,2,50.0,80.0,Compression,Compression,1,GraSim,GraSim,1,,,simplification of grammatical constructs,These are to:,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,0,0,0,0,0,1,0
EN_ALIGN_0014,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_013,14,,,EN_013,embed human rights in social care and social work support,make sure to include people’s rights in care support,10,10,1-4 2-6 3-7 5-8 6-5 9-9,6,6,6,4,4,60.0,60.0,Synonymy,Synonymy,1,SemStere,SemStere,1,,,a more common word is used instead of a synonym that is less common or more abstract,embed | social care and social work support | human,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,0,0,0,0,0,0
EN_ALIGN_0015,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_014,15,,,EN_014,increase equality and enable people and communities to thrive,help people live a good life,9,6,0-0 2-3 4-1 8-2 8-4,5,4,5,5,1,44.44,83.33,Explanation | Omission | Synonymy | Syntactic Change,Explanation;Synonymy;Syntactic Change;Omission,4,OmiComp | OmiSent | SemStere | SynG2W | WorExp,OmiComp;OmiSent;SemStere;SynG2W;WorExp,5,,,"A word is explained.
---
Omission of clause providing information not functional to the understanding of the topic
---
the object group is turned into a word
---
Omission of a word providing information not functional to the understanding of the topic
---
a more common word is used instead of a synonym that is less common or more abstract",thrive | increase equality and | and communities | enable,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.440945,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,1,0,0,1,0,0,1
EN_ALIGN_0016,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_014,16,,,EN_014,increase equality and enable people and communities to thrive,(...) help people live a good life,9,9,0-3 2-2 4-4 5-6 8-0 8-5,6,5,6,4,3,55.56,66.67,Explanation | Omission | Synonymy | Syntactic Change,Explanation;Synonymy;Syntactic Change;Omission,4,OmiComp | OmiSent | SemStere | SynG2W | WorExp,OmiComp;OmiSent;SemStere;SynG2W;WorExp,5,,,"A word is explained.
---
Omission of clause providing information not functional to the understanding of the topic
---
the object group is turned into a word
---
Omission of a word providing information not functional to the understanding of the topic
---
a more common word is used instead of a synonym that is less common or more abstract",thrive | increase equality and | and communities | enable,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.5,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,1,0,0,1,0,0,1
EN_ALIGN_0017,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_014,17,,,EN_014,increase equality and enable people and communities to thrive,help people (...) live a good life,9,9,0-0 2-4 4-1 5-6 8-2 8-5,6,5,6,4,3,55.56,66.67,Explanation | Omission | Synonymy | Syntactic Change,Explanation;Synonymy;Syntactic Change;Omission,4,OmiComp | OmiSent | SemStere | SynG2W | WorExp,OmiComp;OmiSent;SemStere;SynG2W;WorExp,5,,,"A word is explained.
---
Omission of clause providing information not functional to the understanding of the topic
---
the object group is turned into a word
---
Omission of a word providing information not functional to the understanding of the topic
---
a more common word is used instead of a synonym that is less common or more abstract",thrive | increase equality and | and communities | enable,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.48855,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,1,0,0,1,0,0,1
EN_ALIGN_0018,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_015,18,,,EN_015,ensure that the NCS is an exemplar of fair work practices,make sure the NCS follows fair work practices. make sure the NCS talks to people in a way that they can understand.,11,24,0-0 1-19 2-2 3-3 4-4 5-17 8-5 9-6 10-7,9,9,9,2,15,81.82,37.5,Explanation | Modulation | Synonymy,Explanation;Modulation;Synonymy,3,ExpExp | ModInf | SemStere,ExpExp;ModInf;SemStere,3,,,"both meanings in the ST have been turned into a sentence
---
a more common word is used instead of a synonym that is less common or more abstract
---
An expression is explained",is an exemplar of | fair work practices | ensure,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,0,0,0,0,0,0
EN_ALIGN_0019,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_016,19,,,EN_016,"provide financially sustainable care, giving security and stability to people and their carers",provide cheap care that helps people and their carers feel safe,14,11,0-0 3-2 4-3 6-10 10-5 11-6 12-7 13-8,8,8,8,6,3,57.14,72.73,Synonymy | Syntactic Change | Transposition,Synonymy;Transposition;Syntactic Change,3,GraTens | SemStere | TraNou,GraTens;SemStere;TraNou,3,,,"A word is explained. provide cheap (or affordable) care
---
The grammar class of the noun expressing action is turned into the verb
---
A tense is simplified",financially sustainable | security and stability | giving,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,0,0,1,1,0,1,0,0,0
EN_ALIGN_0020,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_017,20,,,EN_017,co-design services with people with experience of accessing and delivering them,co-design services with people who use or work in them and their carers. It means working with other people to find out how to make things better.,13,31,0-0 1-1 2-2 3-3 4-4 5-5 6-19 8-10 10-12 11-18 12-11,11,11,11,2,20,84.62,35.48,Explanation | Modulation | Syntactic Change | Transposition,Explanation;Modulation;Transposition;Syntactic Change,4,ModInf | SynC2W | SynG2C | WorExp,ModInf;SynC2W;SynG2C;WorExp,4,,,"both meanings in the ST have been turned into a sentence
---
A word is explained. This can also be seen as SYnChange as a word is turned into sentences.
---
a group is turned into a clause
---
A word is explained. NB: to me the simpification here is not well done. I would have said users and their carers.
---
a clause is turned into a word",co-design | with experience of | accessing | delivering,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.576541,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,0,1,0,1,0,0,0
EN_ALIGN_0021,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_017,21,,,EN_017,co-design services with people with experience of accessing and delivering them,co-design services with people who use or work in them and their carers. Co-design means you can share your ideas and experiences with us. It means working with other people to find out how to make things better.,13,45,0-0 1-1 2-2 3-3 4-4 5-5 6-33 7-26 8-10 9-7 9-32 10-12 12-11,13,12,13,1,32,92.31,28.89,Explanation | Modulation | Syntactic Change | Transposition,Explanation;Modulation;Transposition;Syntactic Change,4,ModInf | SynC2W | SynG2C | WorExp,ModInf;SynC2W;SynG2C;WorExp,4,,,"both meanings in the ST have been turned into a sentence
---
A word is explained. This can also be seen as SYnChange as a word is turned into sentences.
---
a group is turned into a clause
---
A word is explained. NB: to me the simpification here is not well done. I would have said users and their carers.
---
a clause is turned into a word",co-design | with experience of | accessing | delivering,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.739437,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,0,1,0,1,0,0,0
EN_ALIGN_0022,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_018,22,,,EN_018,make sure that we recognise and value the care workforce and unpaid carers,help the workforce to feel valued,13,6,0-0 4-4 6-5 7-1 9-2 10-3 12-5,7,7,6,6,0,53.85,100.0,Compression | Explanation | Omission | Synonymy | Syntactic Change,Explanation;Synonymy;Syntactic Change;Compression;Omission,5,GraSim | OmiComp | OmiVer | SemHype | SynW2G | WorExp,GraSim;OmiComp;OmiVer;SemHype;SynW2G;WorExp,6,,,"a hypernym is used instead of hyponyms
---
A word is explained.
---
a word is turned into a group.
---
Grammar is simplified
---
A verb is omitted as considered as not important
---
A complement is omitted as considered as not important
---
A verb is explained",the care workforce and unpaid carers | value | make sure that we | recognise | and unpaid carers,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.616822,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,1,0,0,1,0,1,1
EN_ALIGN_0023,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_018,23,,,EN_018,make sure that we recognise and value the care workforce and unpaid carers,help the workforce to feel valued (...),13,9,0-0 2-3 6-5 7-1 9-2,5,5,5,8,4,38.46,55.56,Compression | Explanation | Omission | Synonymy | Syntactic Change,Explanation;Synonymy;Syntactic Change;Compression;Omission,5,GraSim | OmiComp | OmiVer | SemHype | SynW2G | WorExp,GraSim;OmiComp;OmiVer;SemHype;SynW2G;WorExp,6,,,"a hypernym is used instead of hyponyms
---
A word is explained.
---
a word is turned into a group.
---
Grammar is simplified
---
A verb is omitted as considered as not important
---
A complement is omitted as considered as not important
---
A verb is explained",the care workforce and unpaid carers | value | make sure that we | recognise | and unpaid carers,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_best_target,1.0,0.678571,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,0,1,0,0,1,0,1,1
EN_ALIGN_0024,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_019,24,,,EN_019,The NCS will make collaboration and information sharing between these services easier:,The NCS will make working together and sharing information easier for services. The NCS will also aim to:,13,20,0-0 1-1 2-2 3-3 4-4 5-6 6-8 7-7 9-12 10-11 11-9 12-19,12,12,12,1,8,92.31,60.0,Explanation | Modulation,Explanation;Modulation,2,ModGrou | ModInf | ModWord | WorExp,ModGrou;ModInf;ModWord;WorExp,4,,,"both meanings in the ST have been turned into a sentence
---
the word collaboration has been explained. this can also be considered a case of SynSem
---
the words in a phrase are re-arranged following a SVO order
---
the complement ""between these services"" refers to either the second object (information sharing) or to both. Because of its ambiguity it is turned into a different complement. Grammar changes accordingly",collaboration | information sharing | between these services,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,0,0,0,0,0,0,0
EN_ALIGN_0025,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_020,25,,,EN_020,"“Dançando com a Diferença” (“Dancing with a difference”) is an inclusive dance company based in Portugal that has gained recognition in Portugal, Brazil and beyond for its creative and ambitious productions.",“Dançando com a Diferença” is the name of a dance company. This is Portuguese. It means “Dancing with a difference”. This dance company is inclusive. Inclusive means that people without disabilities and people with disabilities work there together. The company is well-known in countries such as Portugal and Brazil. The company is well-known in countries such as Portugal and Brazil. The company is well-known in countries such as Portugal and Brazil.,39,89,0-0 1-1 2-2 3-3 4-4 5-5 7-20 8-21 9-22 10-23 11-24 12-25 14-6 15-10 16-31 17-11 18-12 20-53 21-85 22-35 23-30 26-81 27-57 28-26 29-59 30-58 33-18 35-39 37-13 38-46 38-88,31,30,31,9,58,76.92,34.83,Explanation | Modulation | Synonymy | Transposition,Explanation;Modulation;Synonymy;Transposition,4,HidCon | HidGra | ModInf | ModWord | SemStere | SynC2W | WorExp,HidCon;HidGra;ModInf;ModWord;SemStere;SynC2W;WorExp,7,,,"Content that is hidden is made explicit
---
The clause is turned into the adjective
---
The translation into parentheses has been verbalised
---
the words in a phrase are re-arranged following a SVO order. This could also be
---
The word is given for known in the original and it is explained in the TT
---
a more common and general word is used instead of ""gain recognition"".
---
all the 7 meanings in the original have been turned into 7 sentences containing one meaning each","based in Portugal | (“Dancing with a difference”) | is | an inclusive dance company | inclusive | has gained recognition | in Portugal, Brazil and beyond",manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,1,0,0,0,0,0
EN_ALIGN_0026,en,English,Carlo English manually annotated corpus,carlo_english_merged.txt.wordalign.csv,EN_022,26,,,EN_022,Our Transport Transition Plan4 continues to develop to tackle the challenges posed by COVID-19 and provide a safe transport system to meet the needs of the country and to keep Scotland moving.,Transport Scotland have written a Transport Transition Plan. It gives information on how to keep transport safe during coronavirus.,33,21,1-0 2-6 3-7 5-8 6-3 14-8 15-10 16-4 17-17 18-16 19-11 20-14 29-15 30-1 32-20,15,15,14,18,7,45.45,66.67,Explanation | Modulation | Synonymy,Explanation;Modulation;Synonymy,3,HidCon | ModInf | SemHype | SemStere,HidCon;ModInf;SemHype;SemStere,4,,,"Content that is hidden is made explicit by clarifying who 'our' refers to.
---
a more common and general verb is used (gives information) instead of ""continues to develop to tackle the challenges""
---
the hypernym ""coronavirus"" is used to replace ""COVID-19""
---
the meanings in the original have been turned into 2 sentences containing one meanin each.",Our | continues to develop to tackle the challenges | COVID-19 | Our Transport Transition Plan4 continues to develop to tackle the challenges posed by COVID-19 and provide a safe transport system to meet the needs of the country and to keep Scotland moving.,manual multilabel macro and micro annotation,provided_manual_annotation,provided_strategy_annotation,,0,exact_source_exact_target,1.0,1.0,manual,itermax,xlm-roberta-large,true,sentence-level labels inherited by word rows,1,1,1,0,0,0,0,0,0
