run_id,example_id,method,metric,value,slice_name,slice_value,metadata,source,model
task2_plausibility,1f56c7f2a72ee164,integrated_gradients,precision_at_k,0.2291666666666666,target,Illocutionary Change,"{'n_gold_tokens': 48, 'k': 48}",plausibility_mbert,mbert
task2_plausibility,1f56c7f2a72ee164,integrated_gradients,recall_at_k,0.2291666666666666,target,Illocutionary Change,"{'n_gold_tokens': 48, 'k': 48}",plausibility_mbert,mbert
task2_plausibility,1f56c7f2a72ee164,integrated_gradients,f1_at_k,0.2291666666666666,target,Illocutionary Change,"{'n_gold_tokens': 48, 'k': 48}",plausibility_mbert,mbert
task2_plausibility,1f56c7f2a72ee164,integrated_gradients,auprc,0.2389736685968569,target,Illocutionary Change,"{'n_gold_tokens': 48, 'k': 48}",plausibility_mbert,mbert
task2_plausibility,378e7f4f603abab7,integrated_gradients,precision_at_k,0.2,target,Illocutionary Change,"{'n_gold_tokens': 40, 'k': 40}",plausibility_mbert,mbert
task2_plausibility,378e7f4f603abab7,integrated_gradients,recall_at_k,0.2,target,Illocutionary Change,"{'n_gold_tokens': 40, 'k': 40}",plausibility_mbert,mbert
task2_plausibility,378e7f4f603abab7,integrated_gradients,f1_at_k,0.2,target,Illocutionary Change,"{'n_gold_tokens': 40, 'k': 40}",plausibility_mbert,mbert
task2_plausibility,378e7f4f603abab7,integrated_gradients,auprc,0.2292668977942676,target,Illocutionary Change,"{'n_gold_tokens': 40, 'k': 40}",plausibility_mbert,mbert
task2_plausibility,41cea45706409c38,integrated_gradients,precision_at_k,0.1818181818181818,target,Illocutionary Change,"{'n_gold_tokens': 11, 'k': 11}",plausibility_mbert,mbert
task2_plausibility,41cea45706409c38,integrated_gradients,recall_at_k,0.1818181818181818,target,Illocutionary Change,"{'n_gold_tokens': 11, 'k': 11}",plausibility_mbert,mbert
task2_plausibility,41cea45706409c38,integrated_gradients,f1_at_k,0.1818181818181818,target,Illocutionary Change,"{'n_gold_tokens': 11, 'k': 11}",plausibility_mbert,mbert
task2_plausibility,41cea45706409c38,integrated_gradients,auprc,0.1908534761833964,target,Illocutionary Change,"{'n_gold_tokens': 11, 'k': 11}",plausibility_mbert,mbert
task2_plausibility,462fac739a2900aa,integrated_gradients,precision_at_k,0.3461538461538461,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,462fac739a2900aa,integrated_gradients,recall_at_k,0.3461538461538461,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,462fac739a2900aa,integrated_gradients,f1_at_k,0.3461538461538461,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,462fac739a2900aa,integrated_gradients,auprc,0.3996142915933498,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,4c738baf46f3aea2,integrated_gradients,precision_at_k,0.4166666666666667,target,Illocutionary Change,"{'n_gold_tokens': 24, 'k': 24}",plausibility_mbert,mbert
task2_plausibility,4c738baf46f3aea2,integrated_gradients,recall_at_k,0.4166666666666667,target,Illocutionary Change,"{'n_gold_tokens': 24, 'k': 24}",plausibility_mbert,mbert
task2_plausibility,4c738baf46f3aea2,integrated_gradients,f1_at_k,0.4166666666666667,target,Illocutionary Change,"{'n_gold_tokens': 24, 'k': 24}",plausibility_mbert,mbert
task2_plausibility,4c738baf46f3aea2,integrated_gradients,auprc,0.4428268512280623,target,Illocutionary Change,"{'n_gold_tokens': 24, 'k': 24}",plausibility_mbert,mbert
task2_plausibility,6a381fb5925d00cc,integrated_gradients,precision_at_k,0.4375,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,6a381fb5925d00cc,integrated_gradients,recall_at_k,0.4375,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,6a381fb5925d00cc,integrated_gradients,f1_at_k,0.4375,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,6a381fb5925d00cc,integrated_gradients,auprc,0.5163021452407465,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,7e42bb3d0d6c233d,integrated_gradients,precision_at_k,0.3,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,7e42bb3d0d6c233d,integrated_gradients,recall_at_k,0.3,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,7e42bb3d0d6c233d,integrated_gradients,f1_at_k,0.3,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,7e42bb3d0d6c233d,integrated_gradients,auprc,0.2609483219935218,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,7fab8bd42f1452d7,integrated_gradients,precision_at_k,0.2692307692307692,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,7fab8bd42f1452d7,integrated_gradients,recall_at_k,0.2692307692307692,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,7fab8bd42f1452d7,integrated_gradients,f1_at_k,0.2692307692307692,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,7fab8bd42f1452d7,integrated_gradients,auprc,0.2542094686833186,target,Illocutionary Change,"{'n_gold_tokens': 26, 'k': 26}",plausibility_mbert,mbert
task2_plausibility,8cba73e50098825a,integrated_gradients,precision_at_k,0.3720930232558139,target,Illocutionary Change,"{'n_gold_tokens': 43, 'k': 43}",plausibility_mbert,mbert
task2_plausibility,8cba73e50098825a,integrated_gradients,recall_at_k,0.3720930232558139,target,Illocutionary Change,"{'n_gold_tokens': 43, 'k': 43}",plausibility_mbert,mbert
task2_plausibility,8cba73e50098825a,integrated_gradients,f1_at_k,0.3720930232558139,target,Illocutionary Change,"{'n_gold_tokens': 43, 'k': 43}",plausibility_mbert,mbert
task2_plausibility,8cba73e50098825a,integrated_gradients,auprc,0.3491790107031529,target,Illocutionary Change,"{'n_gold_tokens': 43, 'k': 43}",plausibility_mbert,mbert
task2_plausibility,a31adca83e5d0797,integrated_gradients,precision_at_k,0.3055555555555556,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,a31adca83e5d0797,integrated_gradients,recall_at_k,0.3055555555555556,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,a31adca83e5d0797,integrated_gradients,f1_at_k,0.3055555555555556,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,a31adca83e5d0797,integrated_gradients,auprc,0.2950752374979335,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,a4b4c81ab3ff1c8a,integrated_gradients,precision_at_k,0.3164556962025316,target,Illocutionary Change,"{'n_gold_tokens': 79, 'k': 79}",plausibility_mbert,mbert
task2_plausibility,a4b4c81ab3ff1c8a,integrated_gradients,recall_at_k,0.3164556962025316,target,Illocutionary Change,"{'n_gold_tokens': 79, 'k': 79}",plausibility_mbert,mbert
task2_plausibility,a4b4c81ab3ff1c8a,integrated_gradients,f1_at_k,0.3164556962025316,target,Illocutionary Change,"{'n_gold_tokens': 79, 'k': 79}",plausibility_mbert,mbert
task2_plausibility,a4b4c81ab3ff1c8a,integrated_gradients,auprc,0.3518161311957179,target,Illocutionary Change,"{'n_gold_tokens': 79, 'k': 79}",plausibility_mbert,mbert
task2_plausibility,b49711b7a2a493e7,integrated_gradients,precision_at_k,0.1875,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,b49711b7a2a493e7,integrated_gradients,recall_at_k,0.1875,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,b49711b7a2a493e7,integrated_gradients,f1_at_k,0.1875,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,b49711b7a2a493e7,integrated_gradients,auprc,0.2679992003281113,target,Illocutionary Change,"{'n_gold_tokens': 16, 'k': 16}",plausibility_mbert,mbert
task2_plausibility,c58ed41c5b381a18,integrated_gradients,precision_at_k,0.358974358974359,target,Illocutionary Change,"{'n_gold_tokens': 39, 'k': 39}",plausibility_mbert,mbert
task2_plausibility,c58ed41c5b381a18,integrated_gradients,recall_at_k,0.358974358974359,target,Illocutionary Change,"{'n_gold_tokens': 39, 'k': 39}",plausibility_mbert,mbert
task2_plausibility,c58ed41c5b381a18,integrated_gradients,f1_at_k,0.358974358974359,target,Illocutionary Change,"{'n_gold_tokens': 39, 'k': 39}",plausibility_mbert,mbert
task2_plausibility,c58ed41c5b381a18,integrated_gradients,auprc,0.3283696457337822,target,Illocutionary Change,"{'n_gold_tokens': 39, 'k': 39}",plausibility_mbert,mbert
task2_plausibility,c7f805091a063b0f,integrated_gradients,precision_at_k,0.1944444444444444,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,c7f805091a063b0f,integrated_gradients,recall_at_k,0.1944444444444444,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,c7f805091a063b0f,integrated_gradients,f1_at_k,0.1944444444444444,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,c7f805091a063b0f,integrated_gradients,auprc,0.2716226721523601,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,ca574cd1c9e26b4e,integrated_gradients,precision_at_k,0.3181818181818182,target,Illocutionary Change,"{'n_gold_tokens': 66, 'k': 66}",plausibility_mbert,mbert
task2_plausibility,ca574cd1c9e26b4e,integrated_gradients,recall_at_k,0.3181818181818182,target,Illocutionary Change,"{'n_gold_tokens': 66, 'k': 66}",plausibility_mbert,mbert
task2_plausibility,ca574cd1c9e26b4e,integrated_gradients,f1_at_k,0.3181818181818182,target,Illocutionary Change,"{'n_gold_tokens': 66, 'k': 66}",plausibility_mbert,mbert
task2_plausibility,ca574cd1c9e26b4e,integrated_gradients,auprc,0.3559260245803769,target,Illocutionary Change,"{'n_gold_tokens': 66, 'k': 66}",plausibility_mbert,mbert
task2_plausibility,e02841689d8dbd93,integrated_gradients,precision_at_k,0.217391304347826,target,Illocutionary Change,"{'n_gold_tokens': 23, 'k': 23}",plausibility_mbert,mbert
task2_plausibility,e02841689d8dbd93,integrated_gradients,recall_at_k,0.217391304347826,target,Illocutionary Change,"{'n_gold_tokens': 23, 'k': 23}",plausibility_mbert,mbert
task2_plausibility,e02841689d8dbd93,integrated_gradients,f1_at_k,0.217391304347826,target,Illocutionary Change,"{'n_gold_tokens': 23, 'k': 23}",plausibility_mbert,mbert
task2_plausibility,e02841689d8dbd93,integrated_gradients,auprc,0.2398508228636282,target,Illocutionary Change,"{'n_gold_tokens': 23, 'k': 23}",plausibility_mbert,mbert
task2_plausibility,ebc38fd5196585a4,integrated_gradients,precision_at_k,0.3265306122448979,target,Illocutionary Change,"{'n_gold_tokens': 49, 'k': 49}",plausibility_mbert,mbert
task2_plausibility,ebc38fd5196585a4,integrated_gradients,recall_at_k,0.3265306122448979,target,Illocutionary Change,"{'n_gold_tokens': 49, 'k': 49}",plausibility_mbert,mbert
task2_plausibility,ebc38fd5196585a4,integrated_gradients,f1_at_k,0.3265306122448979,target,Illocutionary Change,"{'n_gold_tokens': 49, 'k': 49}",plausibility_mbert,mbert
task2_plausibility,ebc38fd5196585a4,integrated_gradients,auprc,0.3091104848363344,target,Illocutionary Change,"{'n_gold_tokens': 49, 'k': 49}",plausibility_mbert,mbert
task2_plausibility,fb0854572fb09c00,integrated_gradients,precision_at_k,0.4324324324324324,target,Illocutionary Change,"{'n_gold_tokens': 37, 'k': 37}",plausibility_mbert,mbert
task2_plausibility,fb0854572fb09c00,integrated_gradients,recall_at_k,0.4324324324324324,target,Illocutionary Change,"{'n_gold_tokens': 37, 'k': 37}",plausibility_mbert,mbert
task2_plausibility,fb0854572fb09c00,integrated_gradients,f1_at_k,0.4324324324324324,target,Illocutionary Change,"{'n_gold_tokens': 37, 'k': 37}",plausibility_mbert,mbert
task2_plausibility,fb0854572fb09c00,integrated_gradients,auprc,0.4122500744673143,target,Illocutionary Change,"{'n_gold_tokens': 37, 'k': 37}",plausibility_mbert,mbert
task2_plausibility,0d37251fcd910029,integrated_gradients,precision_at_k,0.4146341463414634,target,Illocutionary Change,"{'n_gold_tokens': 41, 'k': 41}",plausibility_mbert,mbert
task2_plausibility,0d37251fcd910029,integrated_gradients,recall_at_k,0.4146341463414634,target,Illocutionary Change,"{'n_gold_tokens': 41, 'k': 41}",plausibility_mbert,mbert
task2_plausibility,0d37251fcd910029,integrated_gradients,f1_at_k,0.4146341463414634,target,Illocutionary Change,"{'n_gold_tokens': 41, 'k': 41}",plausibility_mbert,mbert
task2_plausibility,0d37251fcd910029,integrated_gradients,auprc,0.379423593752373,target,Illocutionary Change,"{'n_gold_tokens': 41, 'k': 41}",plausibility_mbert,mbert
task2_plausibility,1a408162a7e9e7a1,integrated_gradients,precision_at_k,0.1,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,1a408162a7e9e7a1,integrated_gradients,recall_at_k,0.1,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,1a408162a7e9e7a1,integrated_gradients,f1_at_k,0.1,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,1a408162a7e9e7a1,integrated_gradients,auprc,0.1658344858118217,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,385eb3628ca82dc9,integrated_gradients,precision_at_k,0.4210526315789473,target,Illocutionary Change,"{'n_gold_tokens': 19, 'k': 19}",plausibility_mbert,mbert
task2_plausibility,385eb3628ca82dc9,integrated_gradients,recall_at_k,0.4210526315789473,target,Illocutionary Change,"{'n_gold_tokens': 19, 'k': 19}",plausibility_mbert,mbert
task2_plausibility,385eb3628ca82dc9,integrated_gradients,f1_at_k,0.4210526315789473,target,Illocutionary Change,"{'n_gold_tokens': 19, 'k': 19}",plausibility_mbert,mbert
task2_plausibility,385eb3628ca82dc9,integrated_gradients,auprc,0.4294507118695247,target,Illocutionary Change,"{'n_gold_tokens': 19, 'k': 19}",plausibility_mbert,mbert
task2_plausibility,467d362e647d1b0b,integrated_gradients,precision_at_k,0.1764705882352941,target,Illocutionary Change,"{'n_gold_tokens': 17, 'k': 17}",plausibility_mbert,mbert
task2_plausibility,467d362e647d1b0b,integrated_gradients,recall_at_k,0.1764705882352941,target,Illocutionary Change,"{'n_gold_tokens': 17, 'k': 17}",plausibility_mbert,mbert
task2_plausibility,467d362e647d1b0b,integrated_gradients,f1_at_k,0.1764705882352941,target,Illocutionary Change,"{'n_gold_tokens': 17, 'k': 17}",plausibility_mbert,mbert
task2_plausibility,467d362e647d1b0b,integrated_gradients,auprc,0.2606289011847855,target,Illocutionary Change,"{'n_gold_tokens': 17, 'k': 17}",plausibility_mbert,mbert
task2_plausibility,4a3b8751b4125005,integrated_gradients,precision_at_k,0.15,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,4a3b8751b4125005,integrated_gradients,recall_at_k,0.15,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,4a3b8751b4125005,integrated_gradients,f1_at_k,0.15,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,4a3b8751b4125005,integrated_gradients,auprc,0.2025959425262603,target,Illocutionary Change,"{'n_gold_tokens': 20, 'k': 20}",plausibility_mbert,mbert
task2_plausibility,68fcbd3c26b53cfa,integrated_gradients,precision_at_k,0.4444444444444444,target,Illocutionary Change,"{'n_gold_tokens': 27, 'k': 27}",plausibility_mbert,mbert
task2_plausibility,68fcbd3c26b53cfa,integrated_gradients,recall_at_k,0.4444444444444444,target,Illocutionary Change,"{'n_gold_tokens': 27, 'k': 27}",plausibility_mbert,mbert
task2_plausibility,68fcbd3c26b53cfa,integrated_gradients,f1_at_k,0.4444444444444444,target,Illocutionary Change,"{'n_gold_tokens': 27, 'k': 27}",plausibility_mbert,mbert
task2_plausibility,68fcbd3c26b53cfa,integrated_gradients,auprc,0.3598952912272022,target,Illocutionary Change,"{'n_gold_tokens': 27, 'k': 27}",plausibility_mbert,mbert
task2_plausibility,845f231d95d5cc72,integrated_gradients,precision_at_k,0.34375,target,Illocutionary Change,"{'n_gold_tokens': 32, 'k': 32}",plausibility_mbert,mbert
task2_plausibility,845f231d95d5cc72,integrated_gradients,recall_at_k,0.34375,target,Illocutionary Change,"{'n_gold_tokens': 32, 'k': 32}",plausibility_mbert,mbert
task2_plausibility,845f231d95d5cc72,integrated_gradients,f1_at_k,0.34375,target,Illocutionary Change,"{'n_gold_tokens': 32, 'k': 32}",plausibility_mbert,mbert
task2_plausibility,845f231d95d5cc72,integrated_gradients,auprc,0.2955531742726068,target,Illocutionary Change,"{'n_gold_tokens': 32, 'k': 32}",plausibility_mbert,mbert
task2_plausibility,90d2c76b0f165f7f,integrated_gradients,precision_at_k,0.3888888888888889,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,90d2c76b0f165f7f,integrated_gradients,recall_at_k,0.3888888888888889,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,90d2c76b0f165f7f,integrated_gradients,f1_at_k,0.3888888888888889,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,90d2c76b0f165f7f,integrated_gradients,auprc,0.358898222989279,target,Illocutionary Change,"{'n_gold_tokens': 36, 'k': 36}",plausibility_mbert,mbert
task2_plausibility,d71f511788d7755a,integrated_gradients,precision_at_k,0.3548387096774194,target,Illocutionary Change,"{'n_gold_tokens': 62, 'k': 62}",plausibility_mbert,mbert
task2_plausibility,d71f511788d7755a,integrated_gradients,recall_at_k,0.3548387096774194,target,Illocutionary Change,"{'n_gold_tokens': 62, 'k': 62}",plausibility_mbert,mbert
task2_plausibility,d71f511788d7755a,integrated_gradients,f1_at_k,0.3548387096774194,target,Illocutionary Change,"{'n_gold_tokens': 62, 'k': 62}",plausibility_mbert,mbert
task2_plausibility,d71f511788d7755a,integrated_gradients,auprc,0.3413905556512242,target,Illocutionary Change,"{'n_gold_tokens': 62, 'k': 62}",plausibility_mbert,mbert
task2_plausibility,d8eef360c7b226f8,integrated_gradients,precision_at_k,0.4,target,Illocutionary Change,"{'n_gold_tokens': 30, 'k': 30}",plausibility_mbert,mbert
task2_plausibility,d8eef360c7b226f8,integrated_gradients,recall_at_k,0.4,target,Illocutionary Change,"{'n_gold_tokens': 30, 'k': 30}",plausibility_mbert,mbert
task2_plausibility,d8eef360c7b226f8,integrated_gradients,f1_at_k,0.4000000000000001,target,Illocutionary Change,"{'n_gold_tokens': 30, 'k': 30}",plausibility_mbert,mbert
task2_plausibility,d8eef360c7b226f8,integrated_gradients,auprc,0.3456190491455321,target,Illocutionary Change,"{'n_gold_tokens': 30, 'k': 30}",plausibility_mbert,mbert
task2_plausibility,db9d242ec7c52178,integrated_gradients,precision_at_k,0.2777777777777778,target,Illocutionary Change,"{'n_gold_tokens': 18, 'k': 18}",plausibility_mbert,mbert
task2_plausibility,db9d242ec7c52178,integrated_gradients,recall_at_k,0.2777777777777778,target,Illocutionary Change,"{'n_gold_tokens': 18, 'k': 18}",plausibility_mbert,mbert
task2_plausibility,db9d242ec7c52178,integrated_gradients,f1_at_k,0.2777777777777778,target,Illocutionary Change,"{'n_gold_tokens': 18, 'k': 18}",plausibility_mbert,mbert
task2_plausibility,db9d242ec7c52178,integrated_gradients,auprc,0.2516487833826892,target,Illocutionary Change,"{'n_gold_tokens': 18, 'k': 18}",plausibility_mbert,mbert
task2_plausibility,e5bc02d62cc000ba,integrated_gradients,precision_at_k,0.1666666666666666,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,e5bc02d62cc000ba,integrated_gradients,recall_at_k,0.1666666666666666,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,e5bc02d62cc000ba,integrated_gradients,f1_at_k,0.1666666666666666,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,e5bc02d62cc000ba,integrated_gradients,auprc,0.1777399120032046,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,f716126e55aeccd5,integrated_gradients,precision_at_k,0.2142857142857142,target,Illocutionary Change,"{'n_gold_tokens': 28, 'k': 28}",plausibility_mbert,mbert
task2_plausibility,f716126e55aeccd5,integrated_gradients,recall_at_k,0.2142857142857142,target,Illocutionary Change,"{'n_gold_tokens': 28, 'k': 28}",plausibility_mbert,mbert
task2_plausibility,f716126e55aeccd5,integrated_gradients,f1_at_k,0.2142857142857142,target,Illocutionary Change,"{'n_gold_tokens': 28, 'k': 28}",plausibility_mbert,mbert
task2_plausibility,f716126e55aeccd5,integrated_gradients,auprc,0.2596939213163619,target,Illocutionary Change,"{'n_gold_tokens': 28, 'k': 28}",plausibility_mbert,mbert
task2_plausibility,fbe2e558b7326293,integrated_gradients,precision_at_k,0.3823529411764705,target,Illocutionary Change,"{'n_gold_tokens': 34, 'k': 34}",plausibility_mbert,mbert
task2_plausibility,fbe2e558b7326293,integrated_gradients,recall_at_k,0.3823529411764705,target,Illocutionary Change,"{'n_gold_tokens': 34, 'k': 34}",plausibility_mbert,mbert
task2_plausibility,fbe2e558b7326293,integrated_gradients,f1_at_k,0.3823529411764706,target,Illocutionary Change,"{'n_gold_tokens': 34, 'k': 34}",plausibility_mbert,mbert
task2_plausibility,fbe2e558b7326293,integrated_gradients,auprc,0.3858819581360411,target,Illocutionary Change,"{'n_gold_tokens': 34, 'k': 34}",plausibility_mbert,mbert
task2_plausibility,0d8ed1fae1326a38,integrated_gradients,precision_at_k,0.3571428571428571,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,0d8ed1fae1326a38,integrated_gradients,recall_at_k,0.3571428571428571,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,0d8ed1fae1326a38,integrated_gradients,f1_at_k,0.3571428571428571,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,0d8ed1fae1326a38,integrated_gradients,auprc,0.3685299519152912,target,Illocutionary Change,"{'n_gold_tokens': 42, 'k': 42}",plausibility_mbert,mbert
task2_plausibility,161a615d7857bc73,integrated_gradients,precision_at_k,0.3333333333333333,target,Illocutionary Change,"{'n_gold_tokens': 6, 'k': 6}",plausibility_mbert,mbert
task2_plausibility,161a615d7857bc73,integrated_gradients,recall_at_k,0.3333333333333333,target,Illocutionary Change,"{'n_gold_tokens': 6, 'k': 6}",plausibility_mbert,mbert
task2_plausibility,161a615d7857bc73,integrated_gradients,f1_at_k,0.3333333333333333,target,Illocutionary Change,"{'n_gold_tokens': 6, 'k': 6}",plausibility_mbert,mbert
task2_plausibility,161a615d7857bc73,integrated_gradients,auprc,0.4193950786056049,target,Illocutionary Change,"{'n_gold_tokens': 6, 'k': 6}",plausibility_mbert,mbert
