run_id,example_id,method,metric,value,slice_name,slice_value,metadata,model
task2_plausibility,27232ed14f973bec,integrated_gradients,precision_at_k,0.0,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,recall_at_k,0.0,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,f1_at_k,0.0,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,auprc,0.10135220318401877,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.16666666666666666,target,Synonymy,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.16666666666666666,target,Synonymy,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.16666666666666666,target,Synonymy,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.1534416881230607,target,Synonymy,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.0,target,Compression,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.0,target,Compression,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.0,target,Compression,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.13058691721030108,target,Compression,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.08333333333333333,target,Omission,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.08333333333333333,target,Omission,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.08333333333333333,target,Omission,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.14203603359471836,target,Omission,"{'n_gold_tokens': 12, 'k': 12}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,precision_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,recall_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,f1_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,auprc,0.10277777777777777,target,Synonymy,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,precision_at_k,0.3333333333333333,target,Compression,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,recall_at_k,0.3333333333333333,target,Compression,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,f1_at_k,0.3333333333333333,target,Compression,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,auprc,0.31226053639846746,target,Compression,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,precision_at_k,0.0,target,Omission,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,recall_at_k,0.0,target,Omission,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,f1_at_k,0.0,target,Omission,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,auprc,0.17414529914529916,target,Omission,"{'n_gold_tokens': 3, 'k': 3}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,precision_at_k,0.2972972972972973,target,Synonymy,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,recall_at_k,0.2972972972972973,target,Synonymy,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,f1_at_k,0.2972972972972973,target,Synonymy,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,auprc,0.38649040618837666,target,Synonymy,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,precision_at_k,0.2972972972972973,target,Compression,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,recall_at_k,0.2972972972972973,target,Compression,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,f1_at_k,0.2972972972972973,target,Compression,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,auprc,0.36243939765491595,target,Compression,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,precision_at_k,0.24324324324324326,target,Omission,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,recall_at_k,0.24324324324324326,target,Omission,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,f1_at_k,0.24324324324324326,target,Omission,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,auprc,0.34401183020935105,target,Omission,"{'n_gold_tokens': 37, 'k': 37}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,precision_at_k,0.058823529411764705,target,Compression,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,recall_at_k,0.058823529411764705,target,Compression,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,f1_at_k,0.058823529411764705,target,Compression,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,auprc,0.17610790841163898,target,Compression,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,precision_at_k,0.17647058823529413,target,Omission,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,recall_at_k,0.17647058823529413,target,Omission,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,f1_at_k,0.17647058823529413,target,Omission,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,auprc,0.18230578105340717,target,Omission,"{'n_gold_tokens': 17, 'k': 17}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,precision_at_k,0.22916666666666666,target,Synonymy,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,recall_at_k,0.22916666666666666,target,Synonymy,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,f1_at_k,0.22916666666666666,target,Synonymy,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,auprc,0.24629405641953295,target,Synonymy,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,precision_at_k,0.20833333333333334,target,Compression,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,recall_at_k,0.20833333333333334,target,Compression,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,f1_at_k,0.20833333333333334,target,Compression,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,auprc,0.2228507534154523,target,Compression,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,precision_at_k,0.20833333333333334,target,Omission,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,recall_at_k,0.20833333333333334,target,Omission,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,f1_at_k,0.20833333333333334,target,Omission,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,1353894d0a209b8a,integrated_gradients,auprc,0.23216497187835933,target,Omission,"{'n_gold_tokens': 48, 'k': 48}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.1069504503230457,target,Synonymy,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.1111111111111111,target,Compression,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.1111111111111111,target,Compression,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.1111111111111111,target,Compression,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.15209734724524604,target,Compression,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.0,target,Omission,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.0,target,Omission,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.0,target,Omission,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.09027551577648915,target,Omission,"{'n_gold_tokens': 9, 'k': 9}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,precision_at_k,0.14814814814814814,target,Compression,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,recall_at_k,0.14814814814814814,target,Compression,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,f1_at_k,0.14814814814814814,target,Compression,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,auprc,0.24409461173814428,target,Compression,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,precision_at_k,0.14814814814814814,target,Omission,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,recall_at_k,0.14814814814814814,target,Omission,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,f1_at_k,0.14814814814814814,target,Omission,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,auprc,0.23366971880777246,target,Omission,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,precision_at_k,0.25,target,Compression,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,recall_at_k,0.25,target,Compression,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,f1_at_k,0.25,target,Compression,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,auprc,0.23921911421911418,target,Compression,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,precision_at_k,0.0,target,Omission,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,recall_at_k,0.0,target,Omission,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,f1_at_k,0.0,target,Omission,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,807b53a961809e7d,integrated_gradients,auprc,0.12482924052691494,target,Omission,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,precision_at_k,0.1,target,Compression,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,recall_at_k,0.1,target,Compression,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,f1_at_k,0.10000000000000002,target,Compression,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,auprc,0.1462949015292895,target,Compression,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,precision_at_k,0.2,target,Omission,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,recall_at_k,0.2,target,Omission,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,f1_at_k,0.20000000000000004,target,Omission,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,0392ae03f066a894,integrated_gradients,auprc,0.2581721792557706,target,Omission,"{'n_gold_tokens': 10, 'k': 10}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,precision_at_k,0.13333333333333333,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,recall_at_k,0.13333333333333333,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,f1_at_k,0.13333333333333333,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,auprc,0.2583404299816488,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,precision_at_k,0.13333333333333333,target,Syntactic Change,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,recall_at_k,0.13333333333333333,target,Syntactic Change,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,f1_at_k,0.13333333333333333,target,Syntactic Change,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,040f71d839ae75d8,integrated_gradients,auprc,0.22252973645829235,target,Syntactic Change,"{'n_gold_tokens': 15, 'k': 15}",xlmr
task2_plausibility,042e16733896f3cb,integrated_gradients,precision_at_k,0.25,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,042e16733896f3cb,integrated_gradients,recall_at_k,0.25,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,042e16733896f3cb,integrated_gradients,f1_at_k,0.25,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,042e16733896f3cb,integrated_gradients,auprc,0.37745098039215685,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,precision_at_k,0.4,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,recall_at_k,0.4,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,f1_at_k,0.4000000000000001,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,auprc,0.3804093567251462,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,precision_at_k,0.4,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,recall_at_k,0.4,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,f1_at_k,0.4000000000000001,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,0e743f80a519755a,integrated_gradients,auprc,0.5534615384615384,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,precision_at_k,0.05263157894736842,target,Synonymy,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,recall_at_k,0.05263157894736842,target,Synonymy,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,f1_at_k,0.05263157894736842,target,Synonymy,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,auprc,0.16222851630189636,target,Synonymy,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,precision_at_k,0.15789473684210525,target,Syntactic Change,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,recall_at_k,0.15789473684210525,target,Syntactic Change,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,f1_at_k,0.15789473684210525,target,Syntactic Change,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,118c25b0b4ea006a,integrated_gradients,auprc,0.2433495698876131,target,Syntactic Change,"{'n_gold_tokens': 19, 'k': 19}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,precision_at_k,0.4,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,recall_at_k,0.4,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,f1_at_k,0.4000000000000001,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,auprc,0.3578195488721805,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,precision_at_k,0.0,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,recall_at_k,0.0,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,f1_at_k,0.0,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,12e23bd223f1277d,integrated_gradients,auprc,0.2422222222222222,target,Syntactic Change,"{'n_gold_tokens': 5, 'k': 5}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,precision_at_k,0.2,target,Synonymy,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,recall_at_k,0.2,target,Synonymy,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,f1_at_k,0.20000000000000004,target,Synonymy,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,auprc,0.27402873840647535,target,Synonymy,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,precision_at_k,0.2,target,Syntactic Change,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,recall_at_k,0.2,target,Syntactic Change,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,f1_at_k,0.20000000000000004,target,Syntactic Change,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,auprc,0.27147072822478063,target,Syntactic Change,"{'n_gold_tokens': 30, 'k': 30}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,precision_at_k,0.2222222222222222,target,Synonymy,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,recall_at_k,0.2222222222222222,target,Synonymy,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,f1_at_k,0.2222222222222222,target,Synonymy,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,auprc,0.2720521164365246,target,Synonymy,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,precision_at_k,0.25925925925925924,target,Syntactic Change,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,recall_at_k,0.25925925925925924,target,Syntactic Change,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,f1_at_k,0.25925925925925924,target,Syntactic Change,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,auprc,0.24354949714011323,target,Syntactic Change,"{'n_gold_tokens': 27, 'k': 27}",xlmr
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.3111111111111111,target,Synonymy,"{'n_gold_tokens': 45, 'k': 45}",xlmr
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.3111111111111111,target,Synonymy,"{'n_gold_tokens': 45, 'k': 45}",xlmr
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.3111111111111111,target,Synonymy,"{'n_gold_tokens': 45, 'k': 45}",xlmr
