run_id,example_id,method,metric,value,slice_name,slice_value,model
task2_qwen_plausibility,0498438bbf75499b,integrated_gradients_qwen,auprc,0.11379990616371563,target,Compression,qwen
task2_qwen_plausibility,0498438bbf75499b,integrated_gradients_qwen,precision_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0498438bbf75499b,integrated_gradients_qwen,recall_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0498438bbf75499b,integrated_gradients_qwen,f1_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0498438bbf75499b,integrated_gradients_qwen,auprc,0.039072051390147494,target,Omission,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,auprc,0.079560697518444,target,Synonymy,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,precision_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,recall_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,f1_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,auprc,0.08198151055293912,target,Compression,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,precision_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,recall_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,f1_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,c8de7f52dd678b4d,integrated_gradients_qwen,auprc,0.10182501341921632,target,Omission,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,precision_at_k,0.044444444444444446,target,Synonymy,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,recall_at_k,0.044444444444444446,target,Synonymy,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,f1_at_k,0.044444444444444446,target,Synonymy,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,auprc,0.10169551104778823,target,Synonymy,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,precision_at_k,0.06666666666666667,target,Compression,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,recall_at_k,0.06666666666666667,target,Compression,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,f1_at_k,0.06666666666666667,target,Compression,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,auprc,0.1412159826152257,target,Compression,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,precision_at_k,0.1111111111111111,target,Omission,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,recall_at_k,0.1111111111111111,target,Omission,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,f1_at_k,0.1111111111111111,target,Omission,qwen
task2_qwen_plausibility,e6a78d3bf2d4e9fb,integrated_gradients_qwen,auprc,0.09550492883971767,target,Omission,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,precision_at_k,0.05555555555555555,target,Compression,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,recall_at_k,0.05555555555555555,target,Compression,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,f1_at_k,0.05555555555555555,target,Compression,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,auprc,0.0656229166232491,target,Compression,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,precision_at_k,0.05555555555555555,target,Omission,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,recall_at_k,0.05555555555555555,target,Omission,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,f1_at_k,0.05555555555555555,target,Omission,qwen
task2_qwen_plausibility,6a4c94232b1d7c40,integrated_gradients_qwen,auprc,0.06672023466959537,target,Omission,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,precision_at_k,0.09259259259259259,target,Synonymy,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,recall_at_k,0.09259259259259259,target,Synonymy,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,f1_at_k,0.09259259259259259,target,Synonymy,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,auprc,0.10062276575332012,target,Synonymy,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,precision_at_k,0.018518518518518517,target,Compression,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,recall_at_k,0.018518518518518517,target,Compression,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,f1_at_k,0.018518518518518517,target,Compression,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,auprc,0.10560133603998204,target,Compression,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,precision_at_k,0.09259259259259259,target,Omission,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,recall_at_k,0.09259259259259259,target,Omission,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,f1_at_k,0.09259259259259259,target,Omission,qwen
task2_qwen_plausibility,1353894d0a209b8a,integrated_gradients_qwen,auprc,0.10068840956806951,target,Omission,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,precision_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,recall_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,f1_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,auprc,0.04169655798077081,target,Compression,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,precision_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,recall_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,f1_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,7efaf284b208daee,integrated_gradients_qwen,auprc,0.03641089136997584,target,Omission,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,precision_at_k,0.09375,target,Synonymy,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,recall_at_k,0.09375,target,Synonymy,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,f1_at_k,0.09375,target,Synonymy,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,auprc,0.09553214082589248,target,Synonymy,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,precision_at_k,0.0625,target,Compression,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,recall_at_k,0.0625,target,Compression,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,f1_at_k,0.0625,target,Compression,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,auprc,0.13395690834227886,target,Compression,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,precision_at_k,0.09375,target,Omission,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,recall_at_k,0.09375,target,Omission,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,f1_at_k,0.09375,target,Omission,qwen
task2_qwen_plausibility,1f48b8837bec8ab6,integrated_gradients_qwen,auprc,0.10109995312638545,target,Omission,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,precision_at_k,0.2,target,Synonymy,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,recall_at_k,0.2,target,Synonymy,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,f1_at_k,0.20000000000000004,target,Synonymy,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,auprc,0.2541754188999952,target,Synonymy,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,precision_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,recall_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,f1_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,807b53a961809e7d,integrated_gradients_qwen,auprc,0.08402523402523401,target,Compression,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,precision_at_k,0.07142857142857142,target,Synonymy,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,recall_at_k,0.07142857142857142,target,Synonymy,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,f1_at_k,0.07142857142857142,target,Synonymy,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,auprc,0.06606034387112092,target,Synonymy,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,precision_at_k,0.14285714285714285,target,Compression,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,recall_at_k,0.14285714285714285,target,Compression,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,f1_at_k,0.14285714285714285,target,Compression,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,auprc,0.24778791090534827,target,Compression,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,precision_at_k,0.14285714285714285,target,Omission,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,recall_at_k,0.14285714285714285,target,Omission,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,f1_at_k,0.14285714285714285,target,Omission,qwen
task2_qwen_plausibility,0392ae03f066a894,integrated_gradients_qwen,auprc,0.0831696550561452,target,Omission,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,precision_at_k,0.05,target,Synonymy,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,recall_at_k,0.05,target,Synonymy,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,f1_at_k,0.05000000000000001,target,Synonymy,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,auprc,0.07471091155230558,target,Synonymy,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,precision_at_k,0.05,target,Compression,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,recall_at_k,0.05,target,Compression,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,f1_at_k,0.05000000000000001,target,Compression,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,auprc,0.08777347188816459,target,Compression,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,precision_at_k,0.1,target,Syntactic Change,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,recall_at_k,0.1,target,Syntactic Change,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,f1_at_k,0.10000000000000002,target,Syntactic Change,qwen
task2_qwen_plausibility,040f71d839ae75d8,integrated_gradients_qwen,auprc,0.07666546373810565,target,Syntactic Change,qwen
task2_qwen_plausibility,042e16733896f3cb,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,042e16733896f3cb,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,042e16733896f3cb,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,042e16733896f3cb,integrated_gradients_qwen,auprc,0.007195874870465461,target,Synonymy,qwen
task2_qwen_plausibility,0670039b4a17b8b0,integrated_gradients_qwen,precision_at_k,0.029411764705882353,target,Synonymy,qwen
task2_qwen_plausibility,0670039b4a17b8b0,integrated_gradients_qwen,recall_at_k,0.029411764705882353,target,Synonymy,qwen
task2_qwen_plausibility,0670039b4a17b8b0,integrated_gradients_qwen,f1_at_k,0.029411764705882353,target,Synonymy,qwen
task2_qwen_plausibility,0670039b4a17b8b0,integrated_gradients_qwen,auprc,0.11368710390014379,target,Synonymy,qwen
task2_qwen_plausibility,0a08fcb71a7ad371,integrated_gradients_qwen,precision_at_k,0.2,target,Synonymy,qwen
task2_qwen_plausibility,0a08fcb71a7ad371,integrated_gradients_qwen,recall_at_k,0.2,target,Synonymy,qwen
task2_qwen_plausibility,0a08fcb71a7ad371,integrated_gradients_qwen,f1_at_k,0.20000000000000004,target,Synonymy,qwen
task2_qwen_plausibility,0a08fcb71a7ad371,integrated_gradients_qwen,auprc,0.08177764872886825,target,Synonymy,qwen
task2_qwen_plausibility,0db925627d2320ae,integrated_gradients_qwen,precision_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0db925627d2320ae,integrated_gradients_qwen,recall_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0db925627d2320ae,integrated_gradients_qwen,f1_at_k,0.0,target,Omission,qwen
task2_qwen_plausibility,0db925627d2320ae,integrated_gradients_qwen,auprc,0.03942704147768112,target,Omission,qwen
task2_qwen_plausibility,0e743f80a519755a,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,0e743f80a519755a,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,0e743f80a519755a,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,0e743f80a519755a,integrated_gradients_qwen,auprc,0.048626399007496574,target,Synonymy,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,precision_at_k,0.1935483870967742,target,Synonymy,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,recall_at_k,0.1935483870967742,target,Synonymy,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,f1_at_k,0.1935483870967742,target,Synonymy,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,auprc,0.16319847714565766,target,Synonymy,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,precision_at_k,0.12903225806451613,target,Compression,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,recall_at_k,0.12903225806451613,target,Compression,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,f1_at_k,0.12903225806451613,target,Compression,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,auprc,0.13440565283175687,target,Compression,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,precision_at_k,0.06451612903225806,target,Syntactic Change,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,recall_at_k,0.06451612903225806,target,Syntactic Change,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,f1_at_k,0.06451612903225806,target,Syntactic Change,qwen
task2_qwen_plausibility,11046fa5908d72af,integrated_gradients_qwen,auprc,0.10888485177341872,target,Syntactic Change,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,auprc,0.05379505414144292,target,Synonymy,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,precision_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,recall_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,f1_at_k,0.0,target,Compression,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,auprc,0.0748307386026357,target,Compression,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,precision_at_k,0.07692307692307693,target,Explanation,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,recall_at_k,0.07692307692307693,target,Explanation,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,f1_at_k,0.07692307692307693,target,Explanation,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,auprc,0.07285764450008689,target,Explanation,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,precision_at_k,0.038461538461538464,target,Syntactic Change,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,recall_at_k,0.038461538461538464,target,Syntactic Change,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,f1_at_k,0.038461538461538464,target,Syntactic Change,qwen
task2_qwen_plausibility,118c25b0b4ea006a,integrated_gradients_qwen,auprc,0.06087066453703265,target,Syntactic Change,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,auprc,0.0701428501400089,target,Synonymy,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,precision_at_k,0.16666666666666666,target,Syntactic Change,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,recall_at_k,0.16666666666666666,target,Syntactic Change,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,f1_at_k,0.16666666666666666,target,Syntactic Change,qwen
task2_qwen_plausibility,12e23bd223f1277d,integrated_gradients_qwen,auprc,0.19910361640743934,target,Syntactic Change,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,precision_at_k,0.08823529411764706,target,Synonymy,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,recall_at_k,0.08823529411764706,target,Synonymy,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,f1_at_k,0.08823529411764706,target,Synonymy,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,auprc,0.10356539170968329,target,Synonymy,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,precision_at_k,0.11764705882352941,target,Syntactic Change,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,recall_at_k,0.11764705882352941,target,Syntactic Change,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,f1_at_k,0.11764705882352941,target,Syntactic Change,qwen
task2_qwen_plausibility,140753ca0917b049,integrated_gradients_qwen,auprc,0.10694918281641944,target,Syntactic Change,qwen
task2_qwen_plausibility,17caea7d97169b0d,integrated_gradients_qwen,precision_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,17caea7d97169b0d,integrated_gradients_qwen,recall_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,17caea7d97169b0d,integrated_gradients_qwen,f1_at_k,0.0,target,Synonymy,qwen
task2_qwen_plausibility,17caea7d97169b0d,integrated_gradients_qwen,auprc,0.05948504983388705,target,Synonymy,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,precision_at_k,0.1276595744680851,target,Synonymy,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,recall_at_k,0.1276595744680851,target,Synonymy,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,f1_at_k,0.1276595744680851,target,Synonymy,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,auprc,0.11909668848669741,target,Synonymy,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,precision_at_k,0.2553191489361702,target,Compression,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,recall_at_k,0.2553191489361702,target,Compression,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,f1_at_k,0.2553191489361702,target,Compression,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,auprc,0.21763493771795694,target,Compression,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,precision_at_k,0.19148936170212766,target,Syntactic Change,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,recall_at_k,0.19148936170212766,target,Syntactic Change,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,f1_at_k,0.19148936170212763,target,Syntactic Change,qwen
task2_qwen_plausibility,1d85322e9ec39f32,integrated_gradients_qwen,auprc,0.14928138175076947,target,Syntactic Change,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,precision_at_k,0.08571428571428572,target,Synonymy,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,recall_at_k,0.08571428571428572,target,Synonymy,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,f1_at_k,0.08571428571428572,target,Synonymy,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,auprc,0.1016262493131377,target,Synonymy,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,precision_at_k,0.05714285714285714,target,Explanation,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,recall_at_k,0.05714285714285714,target,Explanation,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,f1_at_k,0.05714285714285714,target,Explanation,qwen
task2_qwen_plausibility,1ea1c8704bdcebbd,integrated_gradients_qwen,auprc,0.08048260208312868,target,Explanation,qwen
task2_qwen_plausibility,1fdcd74abc84d91d,integrated_gradients_qwen,precision_at_k,0.15625,target,Synonymy,qwen
task2_qwen_plausibility,1fdcd74abc84d91d,integrated_gradients_qwen,recall_at_k,0.15625,target,Synonymy,qwen
