run_id,example_id,method,metric,value,slice_name,slice_value,metadata
task2_plausibility,27232ed14f973bec,integrated_gradients,precision_at_k,0.05714285714285714,target,Omission,"{'n_gold_tokens': 35, 'k': 35}"
task2_plausibility,27232ed14f973bec,integrated_gradients,recall_at_k,0.05714285714285714,target,Omission,"{'n_gold_tokens': 35, 'k': 35}"
task2_plausibility,27232ed14f973bec,integrated_gradients,f1_at_k,0.05714285714285714,target,Omission,"{'n_gold_tokens': 35, 'k': 35}"
task2_plausibility,27232ed14f973bec,integrated_gradients,auprc,0.13474626606379425,target,Omission,"{'n_gold_tokens': 35, 'k': 35}"
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.16893757420322936,target,Compression,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.1875,target,Omission,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.1875,target,Omission,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.1875,target,Omission,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.12719450551184439,target,Omission,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,precision_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,recall_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,f1_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,0498438bbf75499b,integrated_gradients,auprc,0.13649242879502177,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,precision_at_k,0.0,target,Compression,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,recall_at_k,0.0,target,Compression,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,f1_at_k,0.0,target,Compression,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,auprc,0.1003267973856209,target,Compression,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,precision_at_k,0.3333333333333333,target,Omission,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,recall_at_k,0.3333333333333333,target,Omission,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,f1_at_k,0.3333333333333333,target,Omission,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,c8de7f52dd678b4d,integrated_gradients,auprc,0.4280936454849498,target,Omission,"{'n_gold_tokens': 3, 'k': 3}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,precision_at_k,0.26666666666666666,target,Compression,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,recall_at_k,0.26666666666666666,target,Compression,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,f1_at_k,0.26666666666666666,target,Compression,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,auprc,0.30544961716450575,target,Compression,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,precision_at_k,0.24444444444444444,target,Omission,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,recall_at_k,0.24444444444444444,target,Omission,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,f1_at_k,0.24444444444444444,target,Omission,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,e6a78d3bf2d4e9fb,integrated_gradients,auprc,0.2995678552515302,target,Omission,"{'n_gold_tokens': 45, 'k': 45}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,precision_at_k,0.2,target,Compression,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,recall_at_k,0.2,target,Compression,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,f1_at_k,0.20000000000000004,target,Compression,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,auprc,0.17891597632414946,target,Compression,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,precision_at_k,0.25,target,Omission,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,recall_at_k,0.25,target,Omission,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,f1_at_k,0.25,target,Omission,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,6a4c94232b1d7c40,integrated_gradients,auprc,0.2242661154848622,target,Omission,"{'n_gold_tokens': 20, 'k': 20}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,precision_at_k,0.17543859649122806,target,Compression,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,recall_at_k,0.17543859649122806,target,Compression,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,f1_at_k,0.17543859649122806,target,Compression,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,auprc,0.22406716414874248,target,Compression,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,precision_at_k,0.24561403508771928,target,Omission,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,recall_at_k,0.24561403508771928,target,Omission,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,f1_at_k,0.24561403508771928,target,Omission,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,1353894d0a209b8a,integrated_gradients,auprc,0.226937309960822,target,Omission,"{'n_gold_tokens': 57, 'k': 57}"
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.0,target,Compression,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.0,target,Compression,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.0,target,Compression,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.13366340600571203,target,Compression,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.15384615384615385,target,Omission,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.15384615384615385,target,Omission,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.15384615384615385,target,Omission,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.1566279248290857,target,Omission,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,precision_at_k,0.07692307692307693,target,Synonymy,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,recall_at_k,0.07692307692307693,target,Synonymy,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,f1_at_k,0.07692307692307693,target,Synonymy,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,7efaf284b208daee,integrated_gradients,auprc,0.1327556676485451,target,Synonymy,"{'n_gold_tokens': 13, 'k': 13}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,precision_at_k,0.25,target,Compression,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,recall_at_k,0.25,target,Compression,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,f1_at_k,0.25,target,Compression,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,auprc,0.34884294718206643,target,Compression,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,precision_at_k,0.28125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,recall_at_k,0.28125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,f1_at_k,0.28125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,1f48b8837bec8ab6,integrated_gradients,auprc,0.2769761456409693,target,Omission,"{'n_gold_tokens': 32, 'k': 32}"
task2_plausibility,807b53a961809e7d,integrated_gradients,precision_at_k,0.0,target,Compression,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,recall_at_k,0.0,target,Compression,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,f1_at_k,0.0,target,Compression,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,auprc,0.08800081233922452,target,Compression,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,precision_at_k,0.0,target,Omission,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,recall_at_k,0.0,target,Omission,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,f1_at_k,0.0,target,Omission,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,807b53a961809e7d,integrated_gradients,auprc,0.10407393090117342,target,Omission,"{'n_gold_tokens': 7, 'k': 7}"
task2_plausibility,0392ae03f066a894,integrated_gradients,precision_at_k,0.21428571428571427,target,Compression,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,recall_at_k,0.21428571428571427,target,Compression,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,f1_at_k,0.21428571428571427,target,Compression,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,auprc,0.1589535154628835,target,Compression,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,precision_at_k,0.07142857142857142,target,Omission,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,recall_at_k,0.07142857142857142,target,Omission,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,f1_at_k,0.07142857142857142,target,Omission,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,0392ae03f066a894,integrated_gradients,auprc,0.13051467131868846,target,Omission,"{'n_gold_tokens': 14, 'k': 14}"
task2_plausibility,040f71d839ae75d8,integrated_gradients,precision_at_k,0.26666666666666666,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}"
task2_plausibility,040f71d839ae75d8,integrated_gradients,recall_at_k,0.26666666666666666,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}"
task2_plausibility,040f71d839ae75d8,integrated_gradients,f1_at_k,0.26666666666666666,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}"
task2_plausibility,040f71d839ae75d8,integrated_gradients,auprc,0.26120946021313596,target,Synonymy,"{'n_gold_tokens': 15, 'k': 15}"
task2_plausibility,042e16733896f3cb,integrated_gradients,precision_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}"
task2_plausibility,042e16733896f3cb,integrated_gradients,recall_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}"
task2_plausibility,042e16733896f3cb,integrated_gradients,f1_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}"
task2_plausibility,042e16733896f3cb,integrated_gradients,auprc,0.17558275058275058,target,Synonymy,"{'n_gold_tokens': 4, 'k': 4}"
task2_plausibility,0e743f80a519755a,integrated_gradients,precision_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,0e743f80a519755a,integrated_gradients,recall_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,0e743f80a519755a,integrated_gradients,f1_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,0e743f80a519755a,integrated_gradients,auprc,0.20615528262587085,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,precision_at_k,0.19047619047619047,target,Compression,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,recall_at_k,0.19047619047619047,target,Compression,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,f1_at_k,0.19047619047619047,target,Compression,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,auprc,0.2327891612378783,target,Compression,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,precision_at_k,0.19047619047619047,target,Synonymy,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,recall_at_k,0.19047619047619047,target,Synonymy,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,f1_at_k,0.19047619047619047,target,Synonymy,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,118c25b0b4ea006a,integrated_gradients,auprc,0.25947498781561684,target,Synonymy,"{'n_gold_tokens': 21, 'k': 21}"
task2_plausibility,12e23bd223f1277d,integrated_gradients,precision_at_k,0.2,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,12e23bd223f1277d,integrated_gradients,recall_at_k,0.2,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,12e23bd223f1277d,integrated_gradients,f1_at_k,0.20000000000000004,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,12e23bd223f1277d,integrated_gradients,auprc,0.22538089929394278,target,Synonymy,"{'n_gold_tokens': 5, 'k': 5}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,precision_at_k,0.1935483870967742,target,Explanation,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,recall_at_k,0.1935483870967742,target,Explanation,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,f1_at_k,0.1935483870967742,target,Explanation,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,auprc,0.25846649906539954,target,Explanation,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,precision_at_k,0.25806451612903225,target,Synonymy,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,recall_at_k,0.25806451612903225,target,Synonymy,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,f1_at_k,0.25806451612903225,target,Synonymy,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1ea1c8704bdcebbd,integrated_gradients,auprc,0.2963945621653094,target,Synonymy,"{'n_gold_tokens': 31, 'k': 31}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,precision_at_k,0.41379310344827586,target,Compression,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,recall_at_k,0.41379310344827586,target,Compression,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,f1_at_k,0.41379310344827586,target,Compression,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,auprc,0.31520667981841727,target,Compression,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,precision_at_k,0.1724137931034483,target,Synonymy,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,recall_at_k,0.1724137931034483,target,Synonymy,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,f1_at_k,0.1724137931034483,target,Synonymy,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,1fdcd74abc84d91d,integrated_gradients,auprc,0.20485508301284402,target,Synonymy,"{'n_gold_tokens': 29, 'k': 29}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.14893617021276595,target,Compression,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.14893617021276595,target,Compression,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.14893617021276595,target,Compression,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,auprc,0.21361354093413626,target,Compression,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.19148936170212766,target,Explanation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.19148936170212766,target,Explanation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.19148936170212763,target,Explanation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,auprc,0.2074301840062006,target,Explanation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.23404255319148937,target,Modulation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.23404255319148937,target,Modulation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.23404255319148937,target,Modulation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,auprc,0.21933765135787028,target,Modulation,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.2127659574468085,target,Synonymy,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.2127659574468085,target,Synonymy,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.21276595744680848,target,Synonymy,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,auprc,0.21450108326847167,target,Synonymy,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,precision_at_k,0.1702127659574468,target,Syntactic Change,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,recall_at_k,0.1702127659574468,target,Syntactic Change,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,f1_at_k,0.1702127659574468,target,Syntactic Change,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,212e7b1edbd0cb52,integrated_gradients,auprc,0.2139579738812621,target,Syntactic Change,"{'n_gold_tokens': 47, 'k': 47}"
task2_plausibility,254503ad7601524f,integrated_gradients,precision_at_k,0.09090909090909091,target,Synonymy,"{'n_gold_tokens': 11, 'k': 11}"
task2_plausibility,254503ad7601524f,integrated_gradients,recall_at_k,0.09090909090909091,target,Synonymy,"{'n_gold_tokens': 11, 'k': 11}"
task2_plausibility,254503ad7601524f,integrated_gradients,f1_at_k,0.09090909090909091,target,Synonymy,"{'n_gold_tokens': 11, 'k': 11}"
task2_plausibility,254503ad7601524f,integrated_gradients,auprc,0.15078225610074952,target,Synonymy,"{'n_gold_tokens': 11, 'k': 11}"
task2_plausibility,2806eb7d2005035a,integrated_gradients,precision_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 10, 'k': 10}"
task2_plausibility,2806eb7d2005035a,integrated_gradients,recall_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 10, 'k': 10}"
task2_plausibility,2806eb7d2005035a,integrated_gradients,f1_at_k,0.0,target,Synonymy,"{'n_gold_tokens': 10, 'k': 10}"
task2_plausibility,2806eb7d2005035a,integrated_gradients,auprc,0.1879413534912921,target,Synonymy,"{'n_gold_tokens': 10, 'k': 10}"
task2_plausibility,2989ab852a911f73,integrated_gradients,precision_at_k,0.2727272727272727,target,Compression,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,recall_at_k,0.2727272727272727,target,Compression,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,f1_at_k,0.2727272727272727,target,Compression,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,auprc,0.20928995462843167,target,Compression,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,precision_at_k,0.22727272727272727,target,Explanation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,recall_at_k,0.22727272727272727,target,Explanation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,f1_at_k,0.22727272727272727,target,Explanation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,auprc,0.2258344500764414,target,Explanation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,precision_at_k,0.22727272727272727,target,Modulation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,recall_at_k,0.22727272727272727,target,Modulation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,f1_at_k,0.22727272727272727,target,Modulation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,auprc,0.22331936682323755,target,Modulation,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,precision_at_k,0.13636363636363635,target,Synonymy,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,recall_at_k,0.13636363636363635,target,Synonymy,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,f1_at_k,0.13636363636363635,target,Synonymy,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2989ab852a911f73,integrated_gradients,auprc,0.15560623665015394,target,Synonymy,"{'n_gold_tokens': 22, 'k': 22}"
task2_plausibility,2dfa2e5e55c6346c,integrated_gradients,precision_at_k,0.36363636363636365,target,Synonymy,"{'n_gold_tokens': 22, 'k': 22}"
