sentence_alignment_id,language_code,language_name,corpus_source,document_id,line_in_document,source_text,target_text,macro_strategies,micro_strategies,strategy_record_id,strategy_annotation_status,automatic_macro_candidates,requires_manual_strategy_review,label_scope,label_explanation,label_modulation,label_synonymy,label_transposition,label_transcription,label_syntactic_change,label_illocutionary_change,label_compression,label_omission,source_token_index,source_token,target_token_index,target_token,alignment_status,alignment_cardinality,source_alignment_degree,target_alignment_degree,token_edit_relation,candidate_operation,source_is_punctuation,target_is_punctuation,indices_are_zero_based
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,9,politician,10,politician,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,10,and,11,.,aligned,many_sources_to_one_target,1,2,aligned_change_candidate,substitution_or_rephrasing,0,1,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,11,barrister,12,Starmer,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,12,who,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,13,has,13,is,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,14,served,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,15,as,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,16,PM,16,Minister,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,17,of,17,of,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,18,the,18,the,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,19,UK,20,Kingdom,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,20,since,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,21,2024,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,22,and,5,.,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,1,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,23,as,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,24,Leader,25,head,aligned,one_to_one,1,1,aligned_change_candidate,substitution_or_rephrasing,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,25,of,26,of,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,26,the,27,the,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,27,Labour,28,Labour,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,28,Party,29,Party,aligned,one_to_one,1,1,retained_exact,retention,0,0,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,29,since,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,30,2020,,,source_only,unaligned,0,,source_unaligned,deletion_or_omission_candidate,0,,1
EN_ALIGN_0001,en,English,Carlo English manually annotated corpus,EN_001,1,Sir Keir Rodney Starmer KCB KC is a British politician and barrister who has served as PM of the UK since 2024 and as Leader of the Labour Party since 2020.,Starmer is a British lawyer. Starmer is a British politician. Starmer is the Prime Minister of the United Kingdom. Starmer is the head of the Labour Party.,Modulation;Synonymy;Syntactic Change;Omission,GraPron;GraTens;ModInf;OmiSubj;PrAcron;SemHype;SemStere,EN_001,provided_strategy_annotation,,0,sentence-level,0,1,1,0,0,1,0,0,1,31,.,11,.,aligned,many_to_many,2,2,retained_exact,retention,1,1,1
