pair_id,side,operation,span_text,span_length,start_index,end_index,normalised_midpoint,location,is_multi_token,language,collection,document_id,split
00f56d943937d36c86a7,complex,DELETE,cop ens els,3,1.0,3.0,0.06896551724137931,beginning,True,ca,ca,CAT_018_021,test
00f56d943937d36c86a7,complex,DELETE,a les,2,17.0,18.0,0.603448275862069,middle,True,ca,ca,CAT_018_021,test
00f56d943937d36c86a7,complex,DELETE,que,1,20.0,20.0,0.6896551724137931,end,False,ca,ca,CAT_018_021,test
00f56d943937d36c86a7,complex,DELETE,sol·liciten,1,22.0,22.0,0.7586206896551724,end,False,ca,ca,CAT_018_021,test
00f56d943937d36c86a7,complex,DELETE,-los,1,28.0,28.0,0.9655172413793104,end,False,ca,ca,CAT_018_021,test
0108373d929e3fb5d167,complex,DELETE,circa,1,4.0,4.0,0.15384615384615385,beginning,False,it,it,IT_028_035,train
0108373d929e3fb5d167,complex,DELETE,"90 per cento ,",4,6.0,9.0,0.28846153846153844,beginning,True,it,it,IT_028_035,train
0108373d929e3fb5d167,complex,DELETE,spostarsi,1,12.0,12.0,0.46153846153846156,middle,False,it,it,IT_028_035,train
0108373d929e3fb5d167,complex,DELETE,a meno che,3,19.0,21.0,0.7692307692307693,end,True,it,it,IT_028_035,train
0108373d929e3fb5d167,complex,DELETE,già,1,25.0,25.0,0.9615384615384616,end,False,it,it,IT_028_035,train
0112ade2f1b2f8590c7e,complex,DELETE,serie di,2,6.0,7.0,0.16666666666666666,beginning,True,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,e in più,3,10.0,12.0,0.28205128205128205,beginning,True,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,di,1,23.0,23.0,0.5897435897435898,middle,False,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,il ruolo di ministro,4,25.0,28.0,0.6794871794871795,end,True,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,contrario,1,30.0,30.0,0.7692307692307693,end,False,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,allungamento del,2,32.0,33.0,0.8333333333333334,end,True,it,it,IT_053_067,train
0112ade2f1b2f8590c7e,complex,DELETE,con nuovi reati,3,36.0,38.0,0.9487179487179487,end,True,it,it,IT_053_067,train
011763caf3009ec3aca3,complex,DELETE,تغطي المساحات الخالية,3,0.0,2.0,0.034482758620689655,beginning,True,ar,ar,AR_105,train
011763caf3009ec3aca3,complex,DELETE,والجوافة,1,13.0,13.0,0.4482758620689655,middle,False,ar,ar,AR_105,train
011763caf3009ec3aca3,complex,DELETE,،,1,16.0,16.0,0.5517241379310345,middle,False,ar,ar,AR_105,train
011763caf3009ec3aca3,complex,DELETE,كل جانب,2,19.0,20.0,0.6724137931034483,end,True,ar,ar,AR_105,train
011763caf3009ec3aca3,complex,DELETE,مشكلة,1,23.0,23.0,0.7931034482758621,end,False,ar,ar,AR_105,train
011763caf3009ec3aca3,complex,DELETE,الطويلة,1,25.0,25.0,0.8620689655172413,end,False,ar,ar,AR_105,train
013dbb206ee60125ed77,complex,DELETE,multidisciplinarias permiten,2,2.0,3.0,0.10416666666666667,beginning,True,es,es,ES_001_005,validation
013dbb206ee60125ed77,complex,DELETE,forma integral,2,6.0,7.0,0.2708333333333333,beginning,True,es,es,ES_001_005,validation
013dbb206ee60125ed77,complex,DELETE,secuelas,1,9.0,9.0,0.375,middle,False,es,es,ES_001_005,validation
013dbb206ee60125ed77,complex,DELETE,", garantizando una",3,13.0,15.0,0.5833333333333334,middle,True,es,es,ES_001_005,validation
013dbb206ee60125ed77,complex,DELETE,cada,1,22.0,22.0,0.9166666666666666,end,False,es,es,ES_001_005,validation
017d51504b62b7877660,complex,DELETE,i,1,1.0,1.0,0.038461538461538464,beginning,False,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,regi,1,3.0,3.0,0.11538461538461539,beginning,False,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,ce n’,2,6.0,7.0,0.25,beginning,True,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,che nel,2,10.0,11.0,0.40384615384615385,middle,True,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,imposto,1,14.0,14.0,0.5384615384615384,middle,False,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,«,1,16.0,16.0,0.6153846153846154,middle,False,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,di,1,21.0,21.0,0.8076923076923077,end,False,it,it,IT_053_067,train
017d51504b62b7877660,complex,DELETE,« sig,2,24.0,25.0,0.9423076923076923,end,True,it,it,IT_053_067,train
0198a3fcad7af9194470,complex,DELETE,كانت,1,15.0,15.0,0.3488372093023256,middle,False,ar,ar,AR_280,train
0198a3fcad7af9194470,complex,DELETE,ما,1,19.0,19.0,0.4418604651162791,middle,False,ar,ar,AR_280,train
0198a3fcad7af9194470,complex,DELETE,كانت,1,29.0,29.0,0.6744186046511628,end,False,ar,ar,AR_280,train
01aa754e3de946bdd827,complex,DELETE,“,1,8.0,8.0,0.5714285714285714,middle,False,en,en,EN_041,validation
01aa754e3de946bdd827,complex,DELETE,Diferença ”,2,12.0,13.0,0.8928571428571429,end,True,en,en,EN_041,validation
01fb84d58f03ea92d867,complex,DELETE,Throughout October,2,0.0,1.0,0.023809523809523808,beginning,True,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,the,1,3.0,3.0,0.14285714285714285,beginning,False,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,Network,1,6.0,6.0,0.2857142857142857,beginning,False,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,its dedicated,2,8.0,9.0,0.40476190476190477,middle,True,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,been,1,12.0,12.0,0.5714285714285714,middle,False,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,tirelessly,1,14.0,14.0,0.6666666666666666,end,False,en,en,EN_036,train
01fb84d58f03ea92d867,complex,DELETE,accessibility within,2,17.0,18.0,0.8333333333333334,end,True,en,en,EN_036,train
0248dd7ec6266fc9606d,complex,DELETE,che,1,7.0,7.0,0.3684210526315789,middle,False,it,it,IT_016_022,train
0248dd7ec6266fc9606d,complex,DELETE,crei,1,16.0,16.0,0.8421052631578947,end,False,it,it,IT_016_022,train
0248dd7ec6266fc9606d,complex,DELETE,significativi,1,18.0,18.0,0.9473684210526315,end,False,it,it,IT_016_022,train
025e351eb683b43999ed,complex,DELETE,tenint,1,2.0,2.0,0.1111111111111111,beginning,False,ca,ca,CAT_024_047,train
025e351eb683b43999ed,complex,DELETE,el,1,14.0,14.0,0.7777777777777778,end,False,ca,ca,CAT_024_047,train
025e351eb683b43999ed,complex,DELETE,real,1,17.0,17.0,0.9444444444444444,end,False,ca,ca,CAT_024_047,train
026a4bdc2dc58f58bbc3,complex,DELETE,Proposer,1,0.0,0.0,0.0,beginning,False,fr,fr,201,train
026a4bdc2dc58f58bbc3,complex,DELETE,aux,1,3.0,3.0,0.1875,beginning,False,fr,fr,201,train
026a4bdc2dc58f58bbc3,complex,DELETE,en,1,5.0,5.0,0.3125,beginning,False,fr,fr,201,train
026a4bdc2dc58f58bbc3,complex,DELETE,cause d',2,9.0,10.0,0.59375,middle,True,fr,fr,201,train
0279af57dc21e67ab648,complex,DELETE,gli,1,2.0,2.0,0.08695652173913043,beginning,False,it,it_carlo,IT_017,validation
0279af57dc21e67ab648,complex,DELETE,"come gli umani ,",4,8.0,11.0,0.41304347826086957,middle,True,it,it_carlo,IT_017,validation
02930427b6ba9225934a,complex,DELETE,hoy,1,10.0,10.0,0.30303030303030304,beginning,False,es,es,ES_001_005,validation
02930427b6ba9225934a,complex,DELETE,multidisciplinar,1,22.0,22.0,0.6666666666666666,end,False,es,es,ES_001_005,validation
02930427b6ba9225934a,complex,DELETE,",",1,26.0,26.0,0.7878787878787878,end,False,es,es,ES_001_005,validation
02930427b6ba9225934a,complex,DELETE,",",1,28.0,28.0,0.8484848484848485,end,False,es,es,ES_001_005,validation
02cada5c2ab593191c31,complex,DELETE,type of health and care organisation,6,1.0,6.0,0.2916666666666667,beginning,True,en,en,EN_181,test
02cada5c2ab593191c31,complex,DELETE,primarily,1,9.0,9.0,0.75,end,False,en,en,EN_181,test
02cada5c2ab593191c31,complex,DELETE,for,1,11.0,11.0,0.9166666666666666,end,False,en,en,EN_181,test
02cf7eb3ec46885a4310,complex,DELETE,un,1,8.0,8.0,0.27586206896551724,beginning,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,durante,1,10.0,10.0,0.3448275862068966,middle,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,comizio,1,12.0,12.0,0.41379310344827586,middle,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,invocando,1,19.0,19.0,0.6551724137931034,middle,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,protezione,1,21.0,21.0,0.7241379310344828,end,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,« cuore,2,23.0,24.0,0.8103448275862069,end,True,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,di,1,26.0,26.0,0.896551724137931,end,False,it,it,IT_051_52,train
02cf7eb3ec46885a4310,complex,DELETE,»,1,28.0,28.0,0.9655172413793104,end,False,it,it,IT_051_52,train
0316cfd0d1c197566bef,complex,DELETE,l’,1,6.0,6.0,0.5454545454545454,middle,False,ca,ca,CAT_060_084,train
036bf34d90803a057751,complex,DELETE,Ese,1,0.0,0.0,0.0,beginning,False,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,previo con,2,2.0,3.0,0.045454545454545456,beginning,True,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,confesión del empresario,3,5.0,7.0,0.10909090909090909,beginning,True,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,que,1,9.0,9.0,0.16363636363636364,beginning,False,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,de forma íntegra en la mañana del 14 de marzo por,11,12.0,22.0,0.3090909090909091,beginning,True,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,“ a partir de la actuación de,7,30.0,36.0,0.6,middle,True,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,tercero ajeno a la confidencia ” que “,8,38.0,45.0,0.7545454545454545,end,True,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,subrepticiamente,1,48.0,48.0,0.8727272727272727,end,False,es,es,ES_017_025,train
036bf34d90803a057751,complex,DELETE,”,1,54.0,54.0,0.9818181818181818,end,False,es,es,ES_017_025,train
038149dda61922168826,complex,DELETE,acquisito,1,7.0,7.0,0.21875,beginning,False,it,it,IT_011_015,test
038149dda61922168826,complex,DELETE,successive,1,12.0,12.0,0.375,middle,False,it,it,IT_011_015,test
038149dda61922168826,complex,DELETE,dei,1,14.0,14.0,0.4375,middle,False,it,it,IT_011_015,test
038149dda61922168826,complex,DELETE,un peso,2,21.0,22.0,0.671875,end,True,it,it,IT_011_015,test
038149dda61922168826,complex,DELETE,eletto,1,31.0,31.0,0.96875,end,False,it,it,IT_011_015,test
03bb1d8889b01bce32e9,complex,DELETE,وتجبيها,1,1.0,1.0,0.02631578947368421,beginning,False,ar,ar,AR_352,train
03bb1d8889b01bce32e9,complex,DELETE,الأخرى,1,3.0,3.0,0.07894736842105263,beginning,False,ar,ar,AR_352,train
03bb1d8889b01bce32e9,complex,DELETE,الجيران ،,2,6.0,7.0,0.17105263157894737,beginning,True,ar,ar,AR_352,train
03bb1d8889b01bce32e9,complex,DELETE,تنجرف مع المياه بمحاذاة,4,28.0,31.0,0.7763157894736842,end,True,ar,ar,AR_352,train
03bb1d8889b01bce32e9,complex,DELETE,لتصب في فتحة المجاري القريبة,5,33.0,37.0,0.9210526315789473,end,True,ar,ar,AR_352,train
03efe070f04ea741c283,complex,DELETE,،,1,5.0,5.0,0.07352941176470588,beginning,False,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,بشكل أساسي,2,13.0,14.0,0.19852941176470587,beginning,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,كثيرا بعدما,2,32.0,33.0,0.47794117647058826,middle,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,والدتي تبعث راتبها,3,35.0,37.0,0.5294117647058824,middle,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,بعد سداد مستحقات جماعة البومباي ،,6,39.0,44.0,0.6102941176470589,middle,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,جدي,1,47.0,47.0,0.6911764705882353,end,False,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,برغبة,1,49.0,49.0,0.7205882352941176,end,False,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,آيدا وخشية منها ، على,5,51.0,55.0,0.7794117647058824,end,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,خلت ،,2,60.0,61.0,0.8897058823529411,end,True,ar,ar,AR_108,train
03efe070f04ea741c283,complex,DELETE,من,1,66.0,66.0,0.9705882352941176,end,False,ar,ar,AR_108,train
046f17c5097cbb3a8ae8,complex,DELETE,gli,1,2.0,2.0,0.08695652173913043,beginning,False,it,it_carlo,IT_017,train
046f17c5097cbb3a8ae8,complex,DELETE,"come gli umani ,",4,8.0,11.0,0.41304347826086957,middle,True,it,it_carlo,IT_017,train
0472f6d50c7451e7248d,complex,DELETE,y,1,15.0,15.0,0.5,middle,False,es,es,ES_037_041,test
0472f6d50c7451e7248d,complex,DELETE,los,1,18.0,18.0,0.6,middle,False,es,es,ES_037_041,test
0472f6d50c7451e7248d,complex,DELETE,Estados,1,22.0,22.0,0.7333333333333333,end,False,es,es,ES_037_041,test
0473275188e34b29c6eb,complex,DELETE,También se están,3,0.0,2.0,0.014705882352941176,beginning,True,es,es,ES_046_050,validation
0473275188e34b29c6eb,complex,DELETE,los,1,11.0,11.0,0.16176470588235295,beginning,False,es,es,ES_046_050,validation
0473275188e34b29c6eb,complex,DELETE,",",1,13.0,13.0,0.19117647058823528,beginning,False,es,es,ES_046_050,validation
0473275188e34b29c6eb,complex,DELETE,través de,2,16.0,17.0,0.2426470588235294,beginning,True,es,es,ES_046_050,validation
0473275188e34b29c6eb,complex,DELETE,", tales",2,25.0,26.0,0.375,middle,True,es,es,ES_046_050,validation
0473275188e34b29c6eb,complex,DELETE,como,1,50.0,50.0,0.7352941176470589,end,False,es,es,ES_046_050,validation
0493e809872daf49e226,complex,DELETE,i,1,10.0,10.0,0.4166666666666667,middle,False,ca,ca,CAT_090_093,validation
0493e809872daf49e226,complex,DELETE,per tant,2,12.0,13.0,0.5208333333333334,middle,True,ca,ca,CAT_090_093,validation
04a0f3e70ede3a60f1c0,complex,DELETE,come,1,19.0,19.0,0.8260869565217391,end,False,it,it,IT_023_027,test
04a0f3e70ede3a60f1c0,complex,DELETE,e,1,21.0,21.0,0.9130434782608695,end,False,it,it,IT_023_027,test
04d922955150a1c6007c,complex,DELETE,La,1,0.0,0.0,0.0,beginning,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,sulle,1,2.0,2.0,0.03636363636363636,beginning,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,La Camera,2,6.0,7.0,0.11818181818181818,beginning,True,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,definitivamente,1,10.0,10.0,0.18181818181818182,beginning,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,limitarle a,2,14.0,15.0,0.2636363636363636,beginning,True,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,massimo,1,17.0,17.0,0.3090909090909091,beginning,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,salvo,1,22.0,22.0,0.4,middle,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,Poco,1,24.0,24.0,0.43636363636363634,middle,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,del,1,28.0,28.0,0.509090909090909,middle,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,in via definitiva,3,36.0,38.0,0.6727272727272727,end,True,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,proposta,1,40.0,40.0,0.7272727272727273,end,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,di,1,43.0,43.0,0.7818181818181819,end,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,che introduce,2,46.0,47.0,0.8454545454545455,end,True,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,alla,1,50.0,50.0,0.9090909090909091,end,False,it,it,IT_036_040,train
04d922955150a1c6007c,complex,DELETE,delle,1,52.0,52.0,0.9454545454545454,end,False,it,it,IT_036_040,train
04dd99ab462ee85acbcb,complex,DELETE,"! """,2,5.0,6.0,0.7857142857142857,end,True,ar,ar,AR_111,train
04df57460b469dc2b3f6,complex,DELETE,lugar,1,3.0,3.0,0.42857142857142855,middle,False,es,es,ES_083_107,train
04ec48d79f6824c3a5a4,complex,DELETE,Con,1,0.0,0.0,0.0,beginning,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,y,1,9.0,9.0,0.16071428571428573,beginning,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,",",1,12.0,12.0,0.21428571428571427,beginning,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,más,1,18.0,18.0,0.32142857142857145,beginning,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,inflación,1,23.0,23.0,0.4107142857142857,middle,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,cuyos peores,2,25.0,26.0,0.45535714285714285,middle,True,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,sobre todo,2,29.0,30.0,0.5267857142857143,middle,True,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,y,1,39.0,39.0,0.6964285714285714,end,False,es,es,ES_030_036,test
04ec48d79f6824c3a5a4,complex,DELETE,garantice,1,41.0,41.0,0.7321428571428571,end,False,es,es,ES_030_036,test
050aacca09b8473a27c3,complex,DELETE,•,1,0.0,0.0,0.0,beginning,False,ca,ca,CAT_053_059,test
050aacca09b8473a27c3,complex,DELETE,provisional,1,10.0,10.0,0.5882352941176471,middle,False,ca,ca,CAT_053_059,test
050aacca09b8473a27c3,complex,DELETE,els,1,12.0,12.0,0.7058823529411765,end,False,ca,ca,CAT_053_059,test
050aacca09b8473a27c3,complex,DELETE,que cal presentar,3,14.0,16.0,0.8823529411764706,end,True,ca,ca,CAT_053_059,test
0521b7f180e85a801fbc,complex,DELETE,En el desempeño de su papel,6,0.0,5.0,0.08064516129032258,beginning,True,es,es,ES_037_041,test
053d5a1ee593c7316cb5,complex,DELETE,de serveis professionals,3,2.0,4.0,0.15789473684210525,beginning,True,ca,ca,CAT_060_084,train
053d5a1ee593c7316cb5,complex,DELETE,qualificats,1,6.0,6.0,0.3157894736842105,beginning,False,ca,ca,CAT_060_084,train
053d5a1ee593c7316cb5,complex,DELETE,de,1,13.0,13.0,0.6842105263157895,end,False,ca,ca,CAT_060_084,train
058ba29fb80c23f60706,complex,DELETE,،,1,14.0,14.0,0.3333333333333333,middle,False,ar,ar,AR_263,train
058ba29fb80c23f60706,complex,DELETE,أمامه,1,21.0,21.0,0.5,middle,False,ar,ar,AR_263,train
058ba29fb80c23f60706,complex,DELETE,في بيت العادل,3,25.0,27.0,0.6190476190476191,middle,True,ar,ar,AR_263,train
058ba29fb80c23f60706,complex,DELETE,تاركة,1,40.0,40.0,0.9523809523809523,end,False,ar,ar,AR_263,train
058f5bb3befd2c8a9d5b,complex,DELETE,línea,1,21.0,21.0,0.42857142857142855,middle,False,es,es,ES_062_069,train
058f5bb3befd2c8a9d5b,complex,DELETE,punto,1,26.0,26.0,0.5306122448979592,middle,False,es,es,ES_062_069,train
058f5bb3befd2c8a9d5b,complex,DELETE,vista,1,28.0,28.0,0.5714285714285714,middle,False,es,es,ES_062_069,train
058f5bb3befd2c8a9d5b,complex,DELETE,en,1,43.0,43.0,0.8775510204081632,end,False,es,es,ES_062_069,train
05ae643c3f2a15bd3a6b,complex,DELETE,Bulos,1,0.0,0.0,0.0,beginning,False,es,es,ES_017_025,train
05ae643c3f2a15bd3a6b,complex,DELETE,",",1,6.0,6.0,0.42857142857142855,middle,False,es,es,ES_017_025,train
05ae643c3f2a15bd3a6b,complex,DELETE,los,1,9.0,9.0,0.6428571428571429,middle,False,es,es,ES_017_025,train
05bd5060083a948814d0,complex,DELETE,Com,1,0.0,0.0,0.0,beginning,False,ca,ca,CAT_024_047,train
05bd5060083a948814d0,complex,DELETE,"resultat ,",2,2.0,3.0,0.1388888888888889,beginning,True,ca,ca,CAT_024_047,train
05bd5060083a948814d0,complex,DELETE,pres,1,10.0,10.0,0.5555555555555556,middle,False,ca,ca,CAT_024_047,train
05bd5060083a948814d0,complex,DELETE,seus,1,15.0,15.0,0.8333333333333334,end,False,ca,ca,CAT_024_047,train
05bd5060083a948814d0,complex,DELETE,negatius,1,17.0,17.0,0.9444444444444444,end,False,ca,ca,CAT_024_047,train
05e64eb00741cc87d130,complex,DELETE,La,1,0.0,0.0,0.0,beginning,False,es,es,ES_012_016,test
05e64eb00741cc87d130,complex,DELETE,como,1,4.0,4.0,0.23529411764705882,beginning,False,es,es,ES_012_016,test
05e64eb00741cc87d130,complex,DELETE,y,1,11.0,11.0,0.6470588235294118,middle,False,es,es,ES_012_016,test
05e64eb00741cc87d130,complex,DELETE,durante,1,13.0,13.0,0.7647058823529411,end,False,es,es,ES_012_016,test
05e64eb00741cc87d130,complex,DELETE,Fría,1,16.0,16.0,0.9411764705882353,end,False,es,es,ES_012_016,test
06316ef729f136123d3a,complex,DELETE,En líneas generales,3,0.0,2.0,0.027777777777777776,beginning,True,es,es,ES_051_061,train
06316ef729f136123d3a,complex,DELETE,llevadas a cabo,3,11.0,13.0,0.3333333333333333,middle,True,es,es,ES_051_061,train
06316ef729f136123d3a,complex,DELETE,parte,1,15.0,15.0,0.4166666666666667,middle,False,es,es,ES_051_061,train
06316ef729f136123d3a,complex,DELETE,legitimidad,1,27.0,27.0,0.75,end,False,es,es,ES_051_061,train
06316ef729f136123d3a,complex,DELETE,a pesar de,3,29.0,31.0,0.8333333333333334,end,True,es,es,ES_051_061,train
070a6270d80106370a57,complex,DELETE,está,1,3.0,3.0,0.04477611940298507,beginning,False,es,es,ES_046_050,validation
070a6270d80106370a57,complex,DELETE,marco,1,11.0,11.0,0.16417910447761194,beginning,False,es,es,ES_046_050,validation
070a6270d80106370a57,complex,DELETE,de,1,58.0,58.0,0.8656716417910447,end,False,es,es,ES_046_050,validation
070a6270d80106370a57,complex,DELETE,para,1,61.0,61.0,0.9104477611940298,end,False,es,es,ES_046_050,validation
07406925f6bb56cfa0da,complex,DELETE,perjudicial para,2,21.0,22.0,0.6323529411764706,middle,True,es,es,ES_083_107,train
07406925f6bb56cfa0da,complex,DELETE,cambio,1,30.0,30.0,0.8823529411764706,end,False,es,es,ES_083_107,train
07406925f6bb56cfa0da,complex,DELETE,”,1,33.0,33.0,0.9705882352941176,end,False,es,es,ES_083_107,train
074caa329f38e1e29fd2,complex,DELETE,innovador,1,6.0,6.0,0.13333333333333333,beginning,False,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,el,1,16.0,16.0,0.35555555555555557,middle,False,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,Comunidad,1,23.0,23.0,0.5111111111111111,middle,False,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,innovador,1,28.0,28.0,0.6222222222222222,middle,False,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,de,1,30.0,30.0,0.6666666666666666,end,False,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,terapéuticos para pacientes,3,32.0,34.0,0.7333333333333333,end,True,es,es,ES_001_005,validation
074caa329f38e1e29fd2,complex,DELETE,cáncer en el Hospital público General Universitario,7,36.0,42.0,0.8666666666666667,end,True,es,es,ES_001_005,validation
075cf0f88a1a79eedfc0,complex,DELETE,Encara,1,0.0,0.0,0.0,beginning,False,ca,ca,CAT_060_084,train
075cf0f88a1a79eedfc0,complex,DELETE,-los,1,8.0,8.0,0.5714285714285714,middle,False,ca,ca,CAT_060_084,train
07cbbe6945885692bccf,complex,DELETE,pour,1,4.0,4.0,0.2222222222222222,beginning,False,fr,fr,85,train
07cbbe6945885692bccf,complex,DELETE,autres,1,7.0,7.0,0.3888888888888889,middle,False,fr,fr,85,train
07cbbe6945885692bccf,complex,DELETE,fonction de situations de,4,12.0,15.0,0.75,end,True,fr,fr,85,train
07cbbe6945885692bccf,complex,DELETE,vie,1,17.0,17.0,0.9444444444444444,end,False,fr,fr,85,train
080fa610589a448dce87,complex,DELETE,Se trata de,3,0.0,2.0,0.022222222222222223,beginning,True,es,es,ES_046_050,validation
080fa610589a448dce87,complex,DELETE,pasa por,2,17.0,18.0,0.3888888888888889,middle,True,es,es,ES_046_050,validation
080fa610589a448dce87,complex,DELETE,de eficiencia,2,20.0,21.0,0.45555555555555555,middle,True,es,es,ES_046_050,validation
080fa610589a448dce87,complex,DELETE,ambiente,1,27.0,27.0,0.6,middle,False,es,es,ES_046_050,validation
